customerid,frequency,gross_total,first_date,last_date,n_events,return_total,n_baskets_ret,net_total,return_rate_value,recency,tenure,avg_basket,test_baskets,test_net,test_active,test_return_total,test_gross,test_return_rate,pred_purchase_prob_raw,pred_purchase_prob,pred_frequency,user_avg_month,user_avg_weekday,user_avg_hour,user_avg_n_items,user_avg_n_distinct,user_avg_n_lines,user_n_pos_baskets,pred_basket_value,pred_return_rate,E_gross,E_return,pred_erpu,actual_erpu,return_risk_score,return_risk_decile,is_top_return_decile,concentration_penalty,opt_score
26644,25,1914256.74,2019-12-02 10:58:00,2020-12-09 10:30:00,209,0.0,0,1914256.74,0.0,0,373,76570.2696,1,128014.75,1,0.0,128014.75,0.0,0.994360781502759,0.9532374100719424,11.871207473545223,7.086956521739131,2.0434782608695654,12.08695652173913,423.9130434782609,8.91304347826087,8.956521739130435,23,77860.55823781925,0.0055425818038562285,881076.2331816863,4883.4370978430015,876192.7960838432,128014.75,0.0,2,0,1.0,0.09620321489979208
29285,8,1027577.86,2019-12-08 13:08:00,2020-09-15 12:53:00,330,0.0,0,1027577.86,0.0,85,282,128447.2325,0,0.0,0,0.0,0.0,0.0,0.8940221897899879,0.9475982532751092,3.940504468560003,6.125,2.875,11.25,801.375,40.75,41.25,8,235609.01471698916,0.0055425818038562285,879767.6307667835,4876.184061909679,874891.4467048738,0.0,0.0,6,0,1.0,0.09606033082847323
28095,18,1595070.83,2019-12-01 16:26:00,2020-12-09 14:40:00,371,0.0,0,1595070.83,0.0,0,374,88615.04611111112,0,0.0,0,0.0,0.0,0.0,0.9897506887488255,0.9532374100719424,8.377346159378332,10.055555555555555,1.6666666666666667,13.444444444444445,438.1111111111111,20.38888888888889,20.61111111111111,18,110105.12046557695,0.0055425818038562285,879255.4231509002,4873.345109298088,874382.078041602,0.0,0.0,4,0,1.0,0.09600440375032905
26688,4,647282.32,2020-01-18 16:47:00,2020-10-14 13:05:00,238,0.0,0,647282.32,0.0,56,270,161820.58,0,0.0,0,0.0,0.0,0.0,0.7900890244079051,0.8369565217391305,3.551026616305226,5.25,4.5,14.75,770.25,57.5,59.5,4,292880.85330855264,0.0055425818038562285,870457.9709116739,4824.584510596657,865633.3864010772,0.0,0.0,2,0,1.0,0.09504382490769624
29691,12,1386644.38,2020-04-18 12:18:00,2020-12-01 14:34:00,509,0.0,0,1386644.38,0.0,8,228,115553.69833333332,0,0.0,0,0.0,0.0,0.0,0.9816894324986786,0.9532374100719424,6.050614402832001,8.0,2.25,13.25,656.3333333333334,37.083333333333336,42.416666666666664,12,150391.43849284275,0.0055425818038562285,867408.4892408834,4807.682508976942,862600.8067319065,0.0,0.0,7,0,1.0,0.0947108571922369
29236,7,1033482.09,2019-12-04 12:37:00,2020-12-03 11:35:00,313,0.0,0,1033482.09,0.0,6,365,147640.29857142858,1,89256.85,1,0.0,89256.85,0.0,0.91731488318762,0.9475982532751092,4.765334263560257,7.714285714285714,1.2857142857142858,12.0,524.4285714285714,41.714285714285715,44.714285714285715,7,192083.5517313697,0.0055425818038562285,867376.7935607441,4807.506833076941,862569.2867276672,89256.85,0.0,6,0,1.0,0.09470739639484729
26938,15,1544161.16,2019-12-09 12:57:00,2020-11-07 12:51:00,477,0.0,0,1544161.16,0.0,32,334,102944.07733333333,1,108554.73999999999,1,0.0,108554.73999999999,0.0,0.9854843421837488,0.9532374100719424,6.524076051275854,6.466666666666667,1.3333333333333333,11.466666666666667,441.3333333333333,29.2,31.8,15,139437.69041546396,0.0055425818038562285,867162.0705807821,4806.316713395334,862355.7538673868,108554.73999999999,0.0,3,0,1.0,0.09468395115797987
30156,9,972476.49,2020-09-20 11:24:00,2020-11-30 10:56:00,332,0.0,0,972476.49,0.0,9,71,108052.94333333333,3,106521.62,1,0.0,106521.62,0.0,0.9450368070517365,0.9512195121951219,5.242270294748686,10.555555555555555,2.5555555555555554,10.777777777777779,531.0,34.77777777777778,36.888888888888886,9,173815.0174705144,0.0055425818038562285,866737.2393124186,4803.962051337593,861933.277261081,106521.62,0.0,8,0,1.0,0.09463756455456537
26361,8,1830042.8499999999,2020-01-08 14:12:00,2020-11-08 15:42:00,288,0.0,0,1830042.8499999999,0.0,31,306,228755.35624999998,1,288591.57999999996,1,0.0,288591.57999999996,0.0,0.8943798661988785,0.9475982532751092,4.527815153449462,4.875,3.375,12.375,1018.25,36.0,36.0,8,201951.2286142973,0.0055425818038562285,866481.789517593,4802.546199952993,861679.24331764,288591.57999999996,0.0,2,0,1.0,0.09460967242607274
28815,7,912866.47,2019-12-11 12:21:00,2020-11-08 12:28:00,313,0.0,0,912866.47,0.0,31,334,130409.49571428572,1,70921.59,1,0.0,70921.59,0.0,0.9063138976336663,0.9475982532751092,4.432065173690275,8.0,4.571428571428571,11.714285714285714,582.2857142857143,42.0,44.714285714285715,7,205714.2540581743,0.0055425818038562285,863962.2659738469,4788.581534605039,859173.6844392419,70921.59,0.0,5,0,1.0,0.09433456993687177
25050,8,1301749.8699999999,2019-12-03 10:26:00,2020-11-30 14:39:00,276,495.59999999999997,1,1301254.2699999998,0.0003807183018962007,9,364,162656.78374999997,1,1478.4,1,0.0,1478.4,0.0,0.914161966933397,0.9475982532751092,4.927085730547245,9.875,2.5,13.25,955.625,34.75,34.75,8,184846.06713045345,0.0055425818038562285,863027.4020797077,4783.399974996301,858244.0021047114,1478.4,0.0003807183018962007,8,0,1.0,0.09423249373878258
28587,10,1523253.63,2020-03-15 16:02:00,2020-11-23 16:41:00,396,0.0,0,1523253.63,0.0,16,254,152325.36299999998,1,151845.87,1,0.0,151845.87,0.0,0.9566235608058758,0.9532374100719424,5.305137047476752,8.0,2.8,14.6,644.5,37.3,39.6,10,170034.1092924944,0.0055425818038562285,859871.8594378259,4765.910121768115,855105.9493160577,151845.87,0.0,5,0,1.0,0.09388794540633447
29794,6,1058986.28,2019-12-09 14:16:00,2020-11-17 13:50:00,321,0.0,0,1058986.28,0.0,22,344,176497.71333333335,2,243331.43,1,0.0,243331.43,0.0,0.8946251724172005,0.9475982532751092,4.307390728153544,7.666666666666667,2.8333333333333335,14.666666666666666,835.5,49.0,53.5,6,210420.70659213103,0.0055425818038562285,858869.1333068226,4760.352430160165,854108.7808766625,243331.43,0.0,7,0,1.0,0.09377845944605814
27915,15,2159467.69,2020-03-28 14:04:00,2020-12-05 12:57:00,464,0.0,0,2159467.69,0.0,4,252,143964.51266666668,2,229418.48,1,0.0,229418.48,0.0,0.9852967427305834,0.9532374100719424,6.965997079464931,8.133333333333333,1.9333333333333333,13.666666666666666,496.73333333333335,28.533333333333335,30.933333333333334,15,129163.00059143214,0.0055425818038562285,857674.4873997609,4753.731007493633,852920.7563922672,229418.48,0.0,4,0,1.0,0.09364801809195283
28870,26,2030279.78,2019-12-02 13:53:00,2020-12-08 11:31:00,184,1527.54,1,2028752.24,0.000752379063736723,1,372,78028.9323076923,4,343465.58,1,0.0,343465.58,0.0,0.9946636784309195,0.9532374100719424,12.41132594715369,7.0,1.9615384615384615,12.038461538461538,404.96153846153845,7.038461538461538,7.115384615384615,26,72192.66733739057,0.0055425818038562285,854107.1302499259,4733.958638667101,849373.1716112588,343465.58,0.000752379063736723,9,1,1.0,0.09325850443401365
28531,18,1334750.34,2019-12-09 15:36:00,2020-12-02 14:40:00,313,0.0,0,1334750.34,0.0,7,359,74152.79666666668,1,69650.28,1,0.0,69650.28,0.0,0.9874545070309447,0.9532374100719424,8.26987014793384,7.611111111111111,2.111111111111111,11.666666666666666,511.05555555555554,17.38888888888889,17.38888888888889,18,107763.2797796947,0.0055425818038562285,849514.056046,4708.50114916066,844805.5548968393,69650.28,0.0,5,0,1.0,0.09275699447602133
30018,8,803851.87,2020-03-19 12:17:00,2020-11-29 15:26:00,294,0.0,0,803851.87,0.0,10,256,100481.48375,2,157206.27,1,0.0,157206.27,0.0,0.9274788221148996,0.9475982532751092,4.992374129041393,6.375,4.0,12.125,669.75,35.375,36.75,8,178860.03816501342,0.0055425818038562285,846144.8092323062,4689.82682307838,841454.9824092279,157206.27,0.0,7,0,1.0,0.09238911214863436
27701,4,545436.55,2020-10-13 13:12:00,2020-12-06 14:05:00,236,0.0,0,545436.55,0.0,3,55,136359.1375,2,253454.48,1,0.0,253454.48,0.0,0.8449101158098802,0.8869257950530035,4.189584315474888,11.0,3.25,13.0,675.5,54.0,59.0,4,227485.41049603978,0.0055425818038562285,845301.7535731705,4685.154118122417,840616.5994550481,253454.48,0.0,4,0,1.0,0.09229706033552912
27145,8,1274315.15,2020-09-30 14:38:00,2020-12-05 11:10:00,273,9663.300000000001,1,1264651.8499999999,0.007583132006238803,4,66,158081.48124999998,3,441634.9,1,0.0,441634.9,0.0,0.9165426957665446,0.9475982532751092,5.008960828249245,10.25,4.625,12.625,892.5,33.625,34.25,8,177253.83614722933,0.0055425818038562285,841332.2369270256,4663.152747389389,836669.0841796362,441634.9,0.007583132006238803,9,1,1.0,0.0918636355663938
29281,1,179869.78,2020-11-19 11:54:00,2020-11-19 11:54:00,84,0.0,0,179869.78,0.0,20,1,179869.78,0,0.0,0,0.0,0.0,0.0,0.630667082175016,0.6628352490421456,3.4510986520536338,11.0,3.0,11.0,1019.0,81.0,84.0,1,366959.0770351088,0.0055425818038562285,839422.4975779494,4652.567860823092,834769.9297171263,0.0,0.0,6,0,1.0,0.09165511437596478
30379,1,230083.38999999998,2020-11-29 12:36:00,2020-11-29 12:36:00,113,0.0,0,230083.38999999998,0.0,10,1,230083.38999999998,0,0.0,0,0.0,0.0,0.0,0.6681910835977192,0.7209302325581395,3.552420785255333,11.0,6.0,12.0,1671.0,97.0,113.0,1,325486.8040969572,0.0055425818038562285,833587.1798653768,4620.225135049666,828966.9547303271,0.0,0.0,8,0,1.0,0.09101796596272932
26767,15,1736768.71,2019-12-17 12:12:00,2020-11-30 10:43:00,333,0.0,0,1736768.71,0.0,9,349,115784.58066666666,1,123399.42,1,0.0,123399.42,0.0,0.9775717790488515,0.9532374100719424,6.955541798653034,6.466666666666667,2.2666666666666666,12.266666666666667,548.8666666666667,22.2,22.2,15,125397.43330542333,0.0055425818038562285,831420.4263737937,4608.215726573776,826812.21064722,123399.42,0.0,2,0,1.0,0.09078138183534581
30061,14,2322252.81,2019-12-02 17:18:00,2020-11-08 10:45:00,359,7110.0,1,2315142.81,0.003061682160264024,31,342,165367.3435714286,1,7580.399999999999,1,1178.4,8758.8,0.1345389779421839,0.9677493108085832,0.9532374100719424,6.062538491856309,7.357142857142857,2.4285714285714284,12.714285714285714,838.5714285714286,25.642857142857142,25.642857142857142,14,143342.2937590668,0.0055425818038562285,828380.6329413991,4591.367422807904,823789.2655185912,7580.399999999999,0.003061682160264024,9,1,1.0,0.09044947196215401
28712,1,213416.67,2020-11-21 13:23:00,2020-11-21 13:23:00,99,0.0,0,213416.67,0.0,18,1,213416.67,1,114348.62,1,0.0,114348.62,0.0,0.6450708101537937,0.6628352490421456,3.4684695386881463,11.0,5.0,13.0,1560.0,90.0,99.0,1,358475.00842352427,0.0055425818038562285,824142.6013331377,4567.877785931787,819574.7235472059,114348.62,0.0,5,0,1.0,0.08998672850113773
30229,21,1074163.63,2019-12-04 16:22:00,2020-12-06 15:13:00,372,0.0,0,1074163.63,0.0,3,368,51150.649047619045,1,75075.56999999999,1,0.0,75075.56999999999,0.0,0.9947120969305582,0.9532374100719424,9.847339915775748,8.666666666666666,2.380952380952381,15.047619047619047,313.3809523809524,16.761904761904763,17.714285714285715,21,87580.66878333075,0.0055425818038562285,822106.8457680338,4556.594444179543,817550.2513238542,75075.56999999999,0.0,8,0,1.0,0.08976444781447579
29264,18,1183568.1199999999,2020-08-19 15:28:00,2020-12-06 12:52:00,318,0.0,0,1183568.1199999999,0.0,3,109,65753.78444444443,2,253175.03,1,0.0,253175.03,0.0,0.9884361717919299,0.9532374100719424,8.413006137037838,9.5,3.388888888888889,12.555555555555555,238.11111111111111,17.5,17.666666666666668,18,102371.88691035031,0.0055425818038562285,820980.7838193668,4550.3531537128465,816430.430665654,253175.03,0.0,6,0,1.0,0.08964149502610369
27339,8,752550.22,2020-03-26 12:40:00,2020-11-22 12:59:00,313,723.66,1,751826.5599999999,0.0009616102431011182,17,242,93978.31999999999,0,0.0,0,0.0,0.0,0.0,0.9300304732652174,0.9475982532751092,4.894960817387759,6.625,3.375,12.125,473.625,37.5,40.0,8,176319.30074209723,0.0055425818038562285,817849.3749368779,4532.9970638203295,813316.3778730575,0.0,0.0009616102431011182,9,1,1.0,0.08929958181778419
25104,5,1011571.4,2019-12-04 10:47:00,2020-11-18 19:14:00,207,0.0,0,1011571.4,0.0,21,351,202314.28,1,130035.45000000001,1,0.0,130035.45000000001,0.0,0.8230009242223332,0.8869257950530035,4.110937786470679,8.8,2.2,12.0,1136.0,41.4,41.4,5,222912.86965745286,0.0055425818038562285,812761.8928633373,4504.799278252079,808257.0935850852,130035.45000000001,0.0,0,0,1.0,0.08874408830565954
29761,16,2475507.36,2019-12-14 16:29:00,2020-11-11 12:47:00,329,0.0,0,2475507.36,0.0,28,333,154719.21,1,149329.94,1,0.0,149329.94,0.0,0.974387219055428,0.9532374100719424,6.743916139806706,8.375,3.125,10.9375,630.3125,20.5625,20.5625,16,125828.1013043842,0.0055425818038562285,808892.6376093004,4483.353614486579,804409.2839948139,149329.94,0.0,7,0,1.0,0.0883216109073508
28515,18,1289574.2,2020-02-18 13:50:00,2020-11-09 10:13:00,325,0.0,0,1289574.2,0.0,30,265,71643.0111111111,0,0.0,0,0.0,0.0,0.0,0.9862044545903529,0.9532374100719424,7.7196682132294585,6.388888888888889,2.388888888888889,12.11111111111111,529.7222222222222,18.055555555555557,18.055555555555557,18,109201.00737791843,0.0055425818038562285,803574.8905021849,4453.8795661331715,799121.0109360517,0.0,0.0,5,0,1.0,0.08774097514796686
26935,28,1136218.98,2019-12-07 14:10:00,2020-10-11 12:06:00,218,0.0,0,1136218.98,0.0,59,309,40579.249285714286,0,0.0,0,0.0,0.0,0.0,0.9961646836446646,0.9696969696969697,11.857446038891299,5.392857142857143,2.1785714285714284,12.607142857142858,119.67857142857143,7.642857142857143,7.785714285714286,28,69878.23947311079,0.0055425818038562285,803469.0461528584,4453.292915168553,799015.7532376898,0.0,0.0,3,0,1.0,0.08772941818354006
28203,11,1089309.84,2019-12-10 11:42:00,2020-12-07 14:31:00,294,0.0,0,1089309.84,0.0,2,364,99028.16727272728,1,76898.34,1,0.0,76898.34,0.0,0.9564171977468011,0.9532374100719424,5.91159796082594,8.0,1.7272727272727273,12.181818181818182,483.27272727272725,26.636363636363637,26.727272727272727,11,141920.24664068068,0.0055425818038562285,799742.7761505577,4432.6397588575455,795310.1363917001,76898.34,0.0,5,0,1.0,0.0873225531016033
29685,16,2595281.67,2019-12-08 17:34:00,2020-12-08 16:00:00,389,0.0,0,2595281.67,0.0,1,366,162205.104375,3,557467.87,1,973.08,558440.95,0.0017424939915312444,0.9823303702259554,0.9532374100719424,7.295699731417591,8.4375,2.5625,14.375,695.6875,23.125,24.3125,16,114873.30952417485,0.0055425818038562285,798890.327202452,4427.914990829059,794462.4122116229,557467.87,0.0,7,0,1.0,0.08722947565125651
29484,14,2337115.08,2020-01-11 11:31:00,2020-11-15 12:19:00,332,0.0,0,2337115.08,0.0,24,310,166936.79142857142,0,0.0,0,0.0,0.0,0.0,0.9657647183567983,0.9532374100719424,6.1892505146606975,5.857142857142857,2.642857142857143,12.142857142857142,728.2857142857143,23.714285714285715,23.714285714285715,14,135270.7340823368,0.0055425818038562285,798073.6764117727,4423.3886370165355,793650.2877747562,0.0,0.0,6,0,1.0,0.08714030694081464
30322,1,306524.73,2020-11-04 14:26:00,2020-11-04 14:26:00,87,1534.8000000000002,1,304989.93,0.0050071000796575215,35,1,304989.93,1,97926.78,1,0.0,97926.78,0.0,0.6025932481152825,0.5963302752293578,3.2829777919602208,11.0,2.0,14.0,3070.0,83.0,87.0,1,407117.17105343513,0.0055425818038562285,797029.1837992327,4417.599451268009,792611.5843479647,97926.78,0.0050071000796575215,9,1,1.0,0.08702626056947788
26993,19,1519877.22,2019-12-10 13:59:00,2020-11-01 11:17:00,464,178.2,1,1519699.02,0.0001172463128304535,38,327,79984.15894736843,0,0.0,0,0.0,0.0,0.0,0.9924296787768488,0.9532374100719424,7.870267343754125,6.105263157894737,2.0,12.157894736842104,477.10526315789474,21.842105263157894,24.473684210526315,19,106163.15771447598,0.0055425818038562285,796460.7727214593,4414.4489863712315,792046.323735088,0.0,0.0001172463128304535,8,0,1.0,0.08696419673095053
29941,8,813322.73,2019-12-15 13:21:00,2020-12-06 12:34:00,289,0.0,0,813322.73,0.0,3,357,101665.34125,0,0.0,0,0.0,0.0,0.0,0.9291552360260651,0.9475982532751092,5.0987971783445785,6.75,3.625,12.75,840.25,34.125,36.125,8,164446.34147291456,0.0055425818038562285,794540.8017047481,4403.807389950077,790136.994314798,0.0,0.0,7,0,1.0,0.08675455836213988
28898,23,1788468.78,2020-02-11 18:46:00,2020-12-08 13:07:00,211,361.83,1,1788106.95,0.00020231272921632994,1,301,77743.7804347826,1,106027.92,1,0.0,106027.92,0.0,0.9921022015653388,0.9532374100719424,10.725271493181216,7.695652173913044,4.130434782608695,13.73913043478261,687.1739130434783,9.173913043478262,9.217391304347826,23,77687.81731435462,0.0055425818038562285,794259.2701022164,4402.246978012674,789857.0231242037,106027.92,0.00020231272921632994,8,0,1.0,0.08672381840543757
30258,12,1463915.68,2019-12-03 13:02:00,2020-11-04 19:12:00,417,0.0,0,1463915.68,0.0,35,338,121992.97333333333,0,0.0,0,0.0,0.0,0.0,0.9687024502210726,0.9532374100719424,5.557172572005324,8.25,3.0833333333333335,13.583333333333334,494.6666666666667,32.5,34.75,12,149784.83640088682,0.0055425818038562285,793455.9313149925,4397.794407068275,789058.1369079242,0.0,0.0,8,0,1.0,0.08663610321000488
30570,19,1853053.98,2019-12-04 16:51:00,2020-12-09 15:46:00,318,0.0,0,1853053.98,0.0,0,371,97529.15684210527,0,0.0,0,0.0,0.0,0.0,0.9889113670219433,0.9532374100719424,8.74430544952781,8.31578947368421,2.8421052631578947,13.473684210526315,459.42105263157896,16.263157894736842,16.736842105263158,19,95110.29209081556,0.0055425818038562285,792782.2411529263,4394.06042423457,788388.1807286917,0.0,0.0,8,0,1.0,0.08656254412737807
25186,18,1099725.26,2020-07-08 15:38:00,2020-12-05 12:15:00,283,0.0,0,1099725.26,0.0,4,150,61095.84777777778,3,146361.83,1,0.0,146361.83,0.0,0.9869840643387702,0.9532374100719424,8.410288044000872,9.944444444444445,3.2222222222222223,11.444444444444445,359.22222222222223,15.38888888888889,15.722222222222221,18,98802.21586450108,0.0055425818038562285,792097.4824589631,4390.265093157377,787707.2173658056,146361.83,0.0,0,0,1.0,0.08648777649058464
25935,14,1324322.59,2019-12-01 13:37:00,2020-11-29 11:40:00,326,0.0,0,1324322.59,0.0,10,364,94594.47071428572,1,65066.28,1,0.0,65066.28,0.0,0.974824015807713,0.9532374100719424,6.676855540787982,7.714285714285714,2.2857142857142856,12.285714285714286,565.0,22.785714285714285,23.285714285714285,14,124202.23444279609,0.0055425818038562285,790501.0790024181,4381.416896407518,786119.6621060106,65066.28,0.0,1,0,1.0,0.08631346791317339
27985,18,2322521.29,2019-12-14 16:36:00,2020-12-02 15:40:00,289,0.0,0,2322521.29,0.0,7,354,129028.96055555556,2,95694.48000000001,1,0.0,95694.48000000001,0.0,0.9826021622858951,0.9532374100719424,8.00771594969203,6.411764705882353,4.176470588235294,12.882352941176471,638.4705882352941,16.764705882352942,16.941176470588236,17,103462.71172375813,0.0055425818038562285,789757.2007921314,4377.293890574897,785379.9069015564,95694.48000000001,0.0,4,0,1.0,0.0862322451169744
26324,10,1209069.27,2019-12-03 10:02:00,2020-11-11 14:10:00,358,0.0,0,1209069.27,0.0,28,345,120906.927,0,0.0,0,0.0,0.0,0.0,0.9500339601588661,0.9532374100719424,5.166692506819083,6.9,2.0,12.1,590.9,33.5,35.8,10,159872.25766388047,0.0055425818038562285,787384.3916038077,4364.142401543671,783020.249202264,0.0,0.0,2,0,1.0,0.0859731621186325
24885,17,2218647.55,2019-12-07 16:56:00,2020-11-26 10:43:00,294,0.0,0,2218647.55,0.0,13,355,130508.6794117647,1,84559.71,1,0.0,84559.71,0.0,0.9792226749455122,0.9532374100719424,7.49445720631978,5.823529411764706,2.7058823529411766,11.411764705882353,549.5294117647059,17.294117647058822,17.294117647058822,17,109356.57928687189,0.0055425818038562285,781243.0718675144,4330.103634521629,776912.9682329928,84559.71,0.0,0,0,1.0,0.08530260186503737
26491,7,1352422.95,2020-01-13 16:04:00,2020-11-21 15:55:00,246,0.0,0,1352422.95,0.0,18,313,193203.27857142856,1,-23893.66,1,54206.86,30313.2,1.7882262512700737,0.8801009060639233,0.9315068493150684,4.5461344639526695,5.428571428571429,2.4285714285714284,13.285714285714286,1011.8571428571429,35.142857142857146,35.142857142857146,7,184278.90089332804,0.0055425818038562285,780376.0690201704,4325.298200316049,776050.7708198543,-23893.66,0.0,2,0,1.0,0.08520793529919371
24827,32,5930040.16,2020-02-24 10:24:00,2020-09-16 12:20:00,207,0.0,0,5930040.16,0.0,84,206,185313.755,0,0.0,0,0.0,0.0,0.0,0.9927999298051214,0.9532374100719424,11.534281440079587,4.15625,1.8125,13.28125,972.15625,6.46875,6.46875,32,70935.0103004851,0.0055425818038562285,779923.952451784,4322.792307250888,775601.1601445331,0.0,0.0,0,0,1.0,0.08515856946029103
24821,18,2109045.68,2020-07-26 09:04:00,2020-11-30 11:49:00,300,0.0,0,2109045.68,0.0,9,128,117169.20444444445,1,61328.45,1,0.0,61328.45,0.0,0.983927766642598,0.9532374100719424,8.014501625286947,10.166666666666666,1.5555555555555556,11.833333333333334,428.44444444444446,16.555555555555557,16.666666666666668,18,102060.27774867893,0.0055425818038562285,779712.2280644478,4321.618807514206,775390.6092569336,61328.45,0.0,0,0,1.0,0.0851354516346508
27889,16,1125755.82,2020-01-28 14:39:00,2020-12-02 12:47:00,302,0.0,0,1125755.82,0.0,7,309,70359.73875,0,0.0,0,0.0,0.0,0.0,0.9820821669563794,0.9532374100719424,7.514727909962933,5.1875,1.5625,12.9375,548.1875,18.875,18.875,16,108832.48129875006,0.0055425818038562285,779601.8649368796,4321.00711085153,775280.857826028,0.0,0.0,4,0,1.0,0.08512340127251572
30114,9,1149228.44,2020-01-19 11:33:00,2020-11-21 12:11:00,288,609.63,1,1148618.81,0.0005304689466264863,18,308,127624.31222222223,1,181075.47,1,0.0,181075.47,0.0,0.9291679677486628,0.9475982532751092,5.070774187136621,5.777777777777778,4.777777777777778,11.333333333333334,492.22222222222223,31.11111111111111,32.22222222222222,9,161823.34328615997,0.0055425818038562285,777570.349984799,4309.747273043867,773260.6027117552,181075.47,0.0005304689466264863,8,0,1.0,0.08490158361117513
26674,14,1654498.46,2019-12-16 15:31:00,2020-11-29 15:53:00,303,0.0,0,1654498.46,0.0,10,350,118178.46142857142,1,5830.65,1,0.0,5830.65,0.0,0.97035264756987,0.9532374100719424,6.605346764684493,6.571428571428571,2.7142857142857144,12.142857142857142,529.4285714285714,21.642857142857142,21.642857142857142,14,123460.9954771972,0.0055425818038562285,777367.6693007493,4308.623898772459,773059.0454019769,5830.65,0.0,2,0,1.0,0.08487945325211045
27058,14,1041220.97,2019-12-03 19:22:00,2020-12-09 18:58:00,370,0.0,0,1041220.97,0.0,0,372,74372.92642857143,1,50799.59,1,0.0,50799.59,0.0,0.9812866671208217,0.9532374100719424,6.948000322831791,7.285714285714286,1.9285714285714286,17.857142857142858,425.85714285714283,26.285714285714285,26.428571428571427,14,117307.45214694121,0.0055425818038562285,776938.2628694009,4306.243878499608,772632.0189909013,50799.59,0.0,3,0,1.0,0.0848325670944335
30400,6,1442650.96,2020-10-22 13:27:00,2020-12-07 09:13:00,224,0.0,0,1442650.96,0.0,2,46,240441.82666666666,2,250566.34,1,0.0,250566.34,0.0,0.8591882724475389,0.8869257950530035,4.5220646529217685,11.166666666666666,1.6666666666666667,11.0,664.0,37.0,37.333333333333336,6,193251.18730331736,0.0055425818038562285,775079.4529085278,4295.9412722336465,770783.5116362942,250566.34,0.0,8,0,1.0,0.08462960679725468
26344,21,1448576.35,2019-12-05 12:42:00,2020-11-30 09:46:00,263,0.0,0,1448576.35,0.0,9,361,68979.82619047619,2,173808.38,1,0.0,173808.38,0.0,0.9908988564550553,0.9532374100719424,9.551005720525293,6.714285714285714,2.142857142857143,13.095238095238095,322.4761904761905,12.523809523809524,12.523809523809524,21,85110.99909460264,0.0055425818038562285,774882.5338004525,4294.849831968397,770587.683968484,173808.38,0.0,2,0,1.0,0.08460810553486829
27080,25,1396306.24,2019-12-04 11:32:00,2020-11-16 13:39:00,176,0.0,0,1396306.24,0.0,23,349,55852.2496,2,59364.08,1,0.0,59364.08,0.0,0.9934354731520811,0.9532374100719424,11.253583914578515,6.68,3.48,12.12,194.72,7.04,7.04,25,72027.59701295398,0.0055425818038562285,772664.3197659764,4282.555199223852,768381.7645667526,59364.08,0.0,3,0,1.0,0.08436590251835765
27858,20,3115961.99,2020-01-13 14:59:00,2020-12-09 09:23:00,258,7813.5,2,3108148.49,0.002507572308351553,0,331,155407.42450000002,1,135793.69,1,0.0,135793.69,0.0,0.9843543165591936,0.9532374100719424,8.835311316347351,6.6,2.5,11.9,477.25,12.95,12.95,20,91557.10233980426,0.0055425818038562285,771107.5832181078,4273.926859560237,766833.6563585476,135793.69,0.002507572308351553,9,1,1.0,0.08419592510321829
29483,6,1296967.99,2020-02-04 14:19:00,2020-11-15 13:15:00,232,0.0,0,1296967.99,0.0,24,285,216161.33166666667,1,147586.9,1,0.0,147586.9,0.0,0.8491775238088201,0.8869257950530035,4.248034500005185,4.833333333333333,2.6666666666666665,12.5,836.3333333333334,38.666666666666664,38.666666666666664,6,203818.84292090853,0.0055425818038562285,767926.4968066021,4256.295427899331,763670.2013787028,147586.9,0.0,6,0,1.0,0.0838485876900233
28801,10,1971755.38,2020-03-29 11:16:00,2020-12-01 14:11:00,305,0.0,0,1971755.38,0.0,8,248,197175.538,0,0.0,0,0.0,0.0,0.0,0.936460833179478,0.9475982532751092,5.35755878180998,7.2,2.7,11.8,685.6,29.3,30.5,10,150880.38569449447,0.0055425818038562285,765991.5553604814,4245.570856648535,761745.9845038329,0.0,0.0,5,0,1.0,0.08363731472549507
30299,14,913279.98,2019-12-09 13:22:00,2020-12-07 12:37:00,295,668.4000000000001,1,912611.58,0.0007318675703369739,2,364,65186.54142857143,3,190133.1,1,0.0,190133.1,0.0,0.9756725424722975,0.9532374100719424,6.93466860422515,9.307692307692308,1.9230769230769231,13.076923076923077,320.84615384615387,22.23076923076923,22.692307692307693,13,115757.72497338183,0.0055425818038562285,765203.1913072006,4241.2012843920065,760961.9900228085,190133.1,0.0007318675703369739,9,1,1.0,0.08355123459578466
28364,22,2694086.15,2019-12-14 14:12:00,2020-11-23 13:14:00,250,21504.280000000002,4,2672581.87,0.007982031309577833,16,345,121480.9940909091,0,0.0,0,0.0,0.0,0.0,0.9888113088312016,0.9532374100719424,9.455646158113638,7.5,2.0454545454545454,12.0,424.8181818181818,11.363636363636363,11.454545454545455,22,84851.73926790434,0.0055425818038562285,764809.0861177058,4239.016924139907,760570.0691935659,0.0,0.007982031309577833,9,1,1.0,0.08350820292064665
25887,18,2116015.19,2019-12-10 19:53:00,2020-11-28 11:24:00,340,0.0,0,2116015.19,0.0,11,354,117556.39944444444,0,0.0,0,0.0,0.0,0.0,0.9859646592861852,0.9532374100719424,7.963833422356471,6.333333333333333,3.5,13.333333333333334,240.66666666666666,18.333333333333332,18.88888888888889,18,100725.72940353409,0.0055425818038562285,764651.7141492846,4238.144677131299,760413.5694721533,0.0,0.0,1,0,1.0,0.08349101974315638
