year_block,UserID,first_time,last_time,purchase_baskets,gross_total,return_total,net_total,avg_basket_gross,avg_basket_net,n_events,recency_days,return_rate_value
Y1,27480,2020-06-01 13:33:00,2020-06-01 13:33:00,1,75234.76,0.0,75234.76,75234.76,75234.76,1,191,0.0
Y1,27482,2019-12-08 18:47:00,2020-07-07 09:41:00,2,183425.3,6944.700000000001,176480.6,36685.06,35296.12,5,155,0.03786118926887404
Y1,27483,2020-11-11 09:16:00,2020-11-19 14:28:00,1,185062.24,6936.51,178125.72999999998,92531.12,89062.86499999999,2,20,0.03748203847527189
Y1,27485,2020-09-23 13:07:00,2020-09-23 13:07:00,1,202264.28,0.0,202264.28,202264.28,202264.28,1,77,0.0
Y1,27486,2020-03-28 15:58:00,2020-09-08 11:33:00,7,340736.04000000004,1566.03,339170.01,37859.560000000005,37685.55666666667,9,92,0.004596021013802942
Y1,27487,2020-07-27 09:05:00,2020-10-25 15:36:00,5,530196.36,8755.199999999999,521441.16,88366.06,86906.86,6,45,0.016513127325129127
Y1,27488,2020-10-03 13:58:00,2020-10-03 13:58:00,1,84414.96,0.0,84414.96,84414.96,84414.96,1,67,0.0
Y1,27489,2019-12-13 11:35:00,2020-11-25 18:50:00,12,1242030.14,5675.7,1236354.44,82802.00933333332,82423.62933333333,15,14,0.004569695869055159
Y1,27494,2020-02-28 11:13:00,2020-05-12 16:04:00,4,441035.97000000003,0.0,441035.97000000003,110258.99250000001,110258.99250000001,4,211,0.0
Y1,27495,2020-06-14 12:01:00,2020-09-09 17:19:00,3,1076214.22,0.0,1076214.22,358738.0733333333,358738.0733333333,3,91,0.0
Y1,27496,2020-07-18 12:19:00,2020-10-12 16:37:00,2,946635.42,0.0,946635.42,473317.71,473317.71,2,58,0.0
Y1,27497,2020-01-07 15:15:00,2020-01-13 16:11:00,1,122681.88,3589.38,119092.5,61340.94,59546.25,2,331,0.029257621418908808
Y1,27499,2020-08-18 17:41:00,2020-08-18 17:43:00,2,517403.27999999997,0.0,517403.27999999997,258701.63999999998,258701.63999999998,2,113,0.0
Y1,27500,2020-11-21 12:59:00,2020-11-21 12:59:00,1,129419.59,0.0,129419.59,129419.59,129419.59,1,18,0.0
Y1,27502,2019-12-10 14:44:00,2020-05-19 13:29:00,2,136492.68,0.0,136492.68,68246.34,68246.34,2,204,0.0
Y1,27503,2020-11-03 13:46:00,2020-11-04 13:38:00,1,177644.88999999998,129479.73,48165.15999999999,88822.44499999999,24082.579999999994,2,35,0.7288683057531236
Y1,27504,2020-10-04 09:31:00,2020-11-09 11:11:00,4,709473.7899999999,0.0,709473.7899999999,177368.44749999998,177368.44749999998,4,30,0.0
Y1,27505,2020-10-14 15:26:00,2020-11-30 15:41:00,3,114493.82,0.0,114493.82,38164.60666666667,38164.60666666667,3,9,0.0
Y1,27506,2020-11-16 16:08:00,2020-11-16 16:08:00,1,73567.24,0.0,73567.24,73567.24,73567.24,1,23,0.0
Y1,27507,2019-12-08 13:14:00,2019-12-11 11:31:00,1,79574.4,18355.0,61219.399999999994,39787.2,30609.699999999997,2,364,0.23066463586279007
Y1,27509,2020-01-18 13:34:00,2020-11-24 15:55:00,6,742232.34,13595.4,728636.94,106033.19142857143,104090.99142857142,7,15,0.01831690599738621
Y1,27510,2020-12-01 14:03:00,2020-12-01 14:03:00,1,176591.25,0.0,176591.25,176591.25,176591.25,1,8,0.0
Y1,27511,2020-08-29 12:31:00,2020-08-29 12:31:00,1,54639.520000000004,0.0,54639.520000000004,54639.520000000004,54639.520000000004,1,102,0.0
Y1,27512,2020-02-04 14:13:00,2020-10-28 14:19:00,4,981554.84,0.0,981554.84,245388.71,245388.71,4,42,0.0
Y1,27514,2019-12-13 11:16:00,2020-11-22 13:04:00,2,192910.74,0.0,192910.74,96455.37,96455.37,2,17,0.0
Y1,27515,2020-10-29 10:34:00,2020-10-29 10:34:00,1,22889.0,0.0,22889.0,22889.0,22889.0,1,41,0.0
Y1,27518,2020-04-01 12:26:00,2020-11-24 10:21:00,7,425261.5,2421.98,422839.52,53157.6875,52854.94,8,15,0.005695272203103267
Y1,27519,2020-10-25 09:40:00,2020-10-25 09:40:00,1,106942.01999999999,0.0,106942.01999999999,106942.01999999999,106942.01999999999,1,45,0.0
Y1,27521,2020-02-10 10:36:00,2020-04-22 11:40:00,1,335978.88,2446.2000000000003,333532.68,167989.44,166766.34,2,231,0.007280814794072771
Y1,27522,2020-10-10 12:48:00,2020-10-10 12:48:00,1,201109.56,0.0,201109.56,201109.56,201109.56,1,60,0.0
Y1,27524,2019-12-03 12:27:00,2020-11-12 15:35:00,8,1341823.89,13770.75,1328053.14,134182.389,132805.31399999998,10,27,0.010262710406803087
Y1,27525,2020-04-29 15:27:00,2020-12-07 14:57:00,3,220866.21,0.0,220866.21,73622.06999999999,73622.06999999999,3,2,0.0
Y1,27526,2019-12-08 19:02:00,2020-12-09 13:28:00,2,72429.84,20952.600000000002,51477.24,18107.46,12869.31,4,0,0.2892813238300679
Y1,27527,2020-01-29 14:48:00,2020-11-24 12:55:00,9,612832.63,8163.799999999999,604668.83,51069.385833333334,50389.06916666666,12,15,0.013321418606577784
Y1,27528,2020-05-04 11:31:00,2020-06-10 10:43:00,3,215035.36,1130.4,213904.96,53758.84,53476.24,4,182,0.005256809856760303
Y1,27529,2019-12-16 12:06:00,2020-11-17 12:41:00,2,89869.38,0.0,89869.38,44934.69,44934.69,2,22,0.0
Y1,27531,2020-01-12 10:14:00,2020-08-22 15:00:00,3,231124.08000000002,0.0,231124.08000000002,77041.36,77041.36,3,109,0.0
Y1,27533,2019-12-14 13:30:00,2019-12-14 13:30:00,1,97748.86,0.0,97748.86,97748.86,97748.86,1,361,0.0
Y1,27534,2020-07-18 13:37:00,2020-11-23 18:47:00,5,245567.98,0.0,245567.98,49113.596000000005,49113.596000000005,5,16,0.0
Y1,27535,2020-10-01 13:09:00,2020-10-01 13:09:00,1,203193.38,0.0,203193.38,203193.38,203193.38,1,69,0.0
Y1,27536,2020-01-20 12:35:00,2020-09-02 15:37:00,3,179711.9,0.0,179711.9,59903.96666666667,59903.96666666667,3,98,0.0
Y1,27537,2020-01-29 10:13:00,2020-12-09 14:56:00,3,253788.78999999998,0.0,253788.78999999998,84596.26333333332,84596.26333333332,3,0,0.0
Y1,27539,2019-12-03 10:37:00,2020-12-06 15:00:00,14,1039694.22,23791.15,1015903.07,57760.79,56439.05944444444,18,3,0.022882833762411417
Y1,27541,2019-12-13 11:14:00,2020-10-03 10:50:00,2,130211.4,0.0,130211.4,65105.7,65105.7,2,67,0.0
Y1,27542,2019-12-11 12:56:00,2020-11-16 17:30:00,3,161408.65,19043.25,142365.4,32281.73,28473.079999999998,5,23,0.11798159516234105
Y1,27543,2020-01-19 10:01:00,2020-10-28 14:20:00,3,114240.01999999999,4302.4,109937.62,28560.004999999997,27484.405,4,42,0.03766105783244786
Y1,27544,2020-05-13 10:14:00,2020-11-30 10:56:00,6,390626.6,0.0,390626.6,65104.43333333333,65104.43333333333,6,9,0.0
Y1,27545,2020-08-02 09:38:00,2020-08-02 09:38:00,1,165072.59999999998,0.0,165072.59999999998,165072.59999999998,165072.59999999998,1,129,0.0
Y1,27546,2020-04-07 14:50:00,2020-09-29 13:38:00,2,154580.66999999998,6947.1,147633.57,51526.88999999999,49211.19,3,71,0.04494158292883581
Y1,27547,2020-10-13 12:55:00,2020-10-15 13:09:00,3,5744090.88,6712524.359999999,-968433.4799999997,718011.36,-121054.18499999997,8,55,1.1685964759666196
Y1,27548,2019-12-08 18:06:00,2020-11-14 12:14:00,9,722410.71,0.0,722410.71,80267.85666666666,80267.85666666666,9,25,0.0
Y1,27552,2020-06-10 17:29:00,2020-10-26 11:11:00,3,139373.64,4743.75,134629.89,27874.728000000003,26925.978000000003,5,44,0.034036206559576114
Y1,27553,2020-10-12 12:17:00,2020-10-12 12:17:00,1,34450.8,0.0,34450.8,34450.8,34450.8,1,58,0.0
Y1,27554,2019-12-09 17:26:00,2019-12-09 17:26:00,1,62591.96,0.0,62591.96,62591.96,62591.96,1,366,0.0
Y1,27555,2020-05-13 14:42:00,2020-11-26 09:09:00,2,278748.72,0.0,278748.72,139374.36,139374.36,2,13,0.0
Y1,27556,2020-12-09 16:08:00,2020-12-09 16:08:00,1,147945.44,0.0,147945.44,147945.44,147945.44,1,0,0.0
Y1,27557,2020-11-28 10:45:00,2020-11-28 10:45:00,1,29177.559999999998,0.0,29177.559999999998,29177.559999999998,29177.559999999998,1,11,0.0
Y1,27560,2020-04-06 11:21:00,2020-11-11 10:50:00,4,541142.38,81779.65999999999,459362.72,108228.476,91872.544,5,28,0.15112410896370745
Y1,27561,2020-03-31 09:52:00,2020-03-31 09:52:00,1,123866.07999999999,0.0,123866.07999999999,123866.07999999999,123866.07999999999,1,253,0.0
Y1,27562,2020-05-25 13:51:00,2020-05-25 13:51:00,1,147502.78,0.0,147502.78,147502.78,147502.78,1,198,0.0
Y1,27563,2020-01-26 10:47:00,2020-11-15 11:39:00,11,1353007.16,18686.76,1334320.4,96643.36857142857,95308.59999999999,14,24,0.013811279461374025
Y1,27564,2020-03-01 11:33:00,2020-03-01 11:33:00,1,90488.6,0.0,90488.6,90488.6,90488.6,1,283,0.0
Y1,27566,2020-03-12 10:40:00,2020-12-08 13:08:00,4,514071.5,58669.6,455401.9,73438.78571428571,65057.41428571429,7,1,0.11412731497466792
Y1,27567,2019-12-16 13:49:00,2020-08-24 10:39:00,10,593319.37,19155.36,574164.01,37082.460625,35885.250625,16,107,0.032285074394250775
Y1,27568,2019-12-05 11:19:00,2020-04-09 11:34:00,3,135492.2,0.0,135492.2,45164.06666666667,45164.06666666667,3,244,0.0
Y1,27569,2020-01-15 16:14:00,2020-07-15 09:08:00,3,119155.61000000002,1982.4,117173.21,23831.122000000003,23434.642,5,147,0.016637068116222137
Y1,27572,2020-03-16 08:23:00,2020-11-08 13:31:00,4,399199.07999999996,0.0,399199.07999999996,99799.76999999999,99799.76999999999,4,31,0.0
Y1,27573,2020-07-28 10:21:00,2020-10-07 14:24:00,2,631279.52,0.0,631279.52,315639.76,315639.76,2,63,0.0
Y1,27574,2020-05-02 13:50:00,2020-05-02 13:50:00,1,36885.6,0.0,36885.6,36885.6,36885.6,1,221,0.0
Y1,27576,2020-03-28 15:12:00,2020-04-22 18:12:00,1,61642.92,4648.5,56994.42,30821.46,28497.21,2,231,0.07541012009165043
Y1,27578,2020-11-03 13:36:00,2020-11-03 13:36:00,1,14265.6,0.0,14265.6,14265.6,14265.6,1,36,0.0
Y1,27580,2020-11-16 12:48:00,2020-12-05 15:02:00,6,196958.55,0.0,196958.55,32826.424999999996,32826.424999999996,6,4,0.0
Y1,27585,2019-12-05 14:57:00,2020-12-03 10:09:00,7,765179.22,47445.72,717733.5,54655.65857142857,51266.67857142857,14,6,0.062006022589060905
Y1,27586,2020-02-23 13:59:00,2020-10-05 08:50:00,3,295560.24,0.0,295560.24,98520.08,98520.08,3,65,0.0
Y1,27587,2020-10-13 15:33:00,2020-10-13 15:33:00,1,45457.68,0.0,45457.68,45457.68,45457.68,1,57,0.0
Y1,27588,2020-09-30 17:28:00,2020-09-30 17:28:00,1,199973.5,0.0,199973.5,199973.5,199973.5,1,70,0.0
Y1,27589,2020-02-11 14:48:00,2020-02-17 13:08:00,1,132544.02000000002,48830.4,83713.62000000002,66272.01000000001,41856.81000000001,2,296,0.36840892557808336
Y1,27590,2020-04-23 14:23:00,2020-11-02 12:58:00,5,384243.44999999995,0.0,384243.44999999995,76848.68999999999,76848.68999999999,5,37,0.0
Y1,27591,2020-06-02 11:28:00,2020-06-02 11:28:00,1,83057.55,0.0,83057.55,83057.55,83057.55,1,190,0.0
Y1,27592,2020-06-20 14:08:00,2020-09-01 15:20:00,2,102915.52,7189.2,95726.32,34305.17333333333,31908.773333333334,3,99,0.06985535320620252
Y1,27593,2020-06-23 14:34:00,2020-10-24 13:09:00,3,552985.06,15610.5,537374.56,138246.265,134343.64,4,46,0.028229514916732104
Y1,27594,2020-03-26 14:51:00,2020-10-05 16:34:00,5,826431.83,16399.8,810032.03,137738.63833333334,135005.33833333335,6,65,0.01984410498806659
Y1,27595,2020-03-09 07:35:00,2020-03-09 07:35:00,1,13381.2,0.0,13381.2,13381.2,13381.2,1,275,0.0
Y1,27596,2020-01-29 12:42:00,2020-10-21 14:29:00,10,1678073.7,26038.77,1652034.93,104879.60625,103252.183125,16,49,0.015517059828778677
Y1,27597,2020-04-07 10:24:00,2020-10-18 13:57:00,3,366300.81,14419.0,351881.81,73260.162,70376.362,5,52,0.039363822318602026
Y1,27598,2020-05-02 11:17:00,2020-11-05 15:19:00,3,315846.73,4154.849999999999,311691.88,52641.121666666666,51948.64666666667,6,34,0.013154639910313461
Y1,27599,2019-12-01 14:20:00,2020-06-11 10:30:00,2,269088.13,11887.199999999999,257200.93,89696.04333333333,85733.64333333333,3,181,0.04417586164057106
Y1,27600,2019-12-03 09:10:00,2020-11-08 15:12:00,8,746467.0399999999,10871.8,735595.24,74646.704,73559.524,10,31,0.014564340308984038
Y1,27601,2020-05-27 11:41:00,2020-05-27 11:41:00,1,18343.2,0.0,18343.2,18343.2,18343.2,1,196,0.0
Y1,27602,2020-10-21 14:03:00,2020-10-21 14:03:00,1,172470.5,0.0,172470.5,172470.5,172470.5,1,49,0.0
Y1,27604,2020-01-26 09:41:00,2020-07-15 08:47:00,4,553629.61,0.0,553629.61,138407.4025,138407.4025,4,147,0.0
Y1,27605,2019-12-06 11:45:00,2020-12-02 12:09:00,20,1922662.77,20712.1,1901950.67,80110.94875,79247.94458333333,24,7,0.010772611985408131
Y1,27606,2020-10-01 11:59:00,2020-11-23 09:13:00,3,426810.86,0.0,426810.86,142270.28666666665,142270.28666666665,3,16,0.0
Y1,27607,2020-08-08 15:55:00,2020-11-24 13:21:00,2,71530.24,0.0,71530.24,35765.12,35765.12,2,15,0.0
Y1,27609,2020-06-27 13:29:00,2020-08-17 11:57:00,1,162599.22,3561.2999999999997,159037.92,81299.61,79518.96,2,114,0.021902319088615552
Y1,27610,2019-12-01 17:08:00,2020-04-14 11:20:00,2,537831.04,0.0,537831.04,268915.52,268915.52,2,239,0.0
Y1,27611,2020-01-07 12:19:00,2020-11-25 16:36:00,4,275857.37,8410.68,267446.69,55171.474,53489.338,5,14,0.03048923434599554
Y1,27613,2020-04-13 11:27:00,2020-08-18 10:33:00,3,194008.5,15445.05,178563.45,48502.125,44640.8625,4,113,0.07961017171928034
Y1,27614,2020-11-14 12:58:00,2020-11-24 15:31:00,2,205584.82,0.0,205584.82,102792.41,102792.41,2,15,0.0
Y1,27615,2019-12-17 15:02:00,2020-11-16 17:34:00,14,1373983.74,181693.54,1192290.2,62453.806363636366,54195.00909090909,22,23,0.13223849359381792
Y1,27616,2020-08-05 14:57:00,2020-12-09 13:47:00,10,1060723.69,5803.05,1054920.64,96429.42636363636,95901.87636363636,11,0,0.005470840384454881
Y1,27617,2020-02-14 13:39:00,2020-09-15 17:07:00,4,1064709.43,0.0,1064709.43,266177.3575,266177.3575,4,85,0.0
Y1,27618,2020-04-19 11:31:00,2020-04-19 11:31:00,1,25339.32,0.0,25339.32,25339.32,25339.32,1,234,0.0
Y1,27621,2020-10-01 12:24:00,2020-11-10 16:19:00,3,370573.29,15120.9,355452.39,92643.3225,88863.0975,4,29,0.04080407414144716
Y1,27622,2020-10-10 16:02:00,2020-10-10 16:02:00,1,57307.88,0.0,57307.88,57307.88,57307.88,1,60,0.0
Y1,27623,2020-02-12 14:53:00,2020-05-27 10:03:00,4,114654.42,0.0,114654.42,28663.605,28663.605,4,196,0.0
Y1,27624,2020-02-02 10:15:00,2020-12-09 14:58:00,4,420454.86,7037.7,413417.16,70075.81,68902.86,6,0,0.016738300991454826
Y1,27625,2020-05-17 14:17:00,2020-08-08 12:21:00,2,123110.25,0.0,123110.25,61555.125,61555.125,2,123,0.0
Y1,27626,2020-10-08 12:14:00,2020-11-26 16:31:00,7,1962615.3399999999,84694.34999999999,1877920.9899999998,196261.53399999999,187792.099,10,13,0.043153820452661903
Y1,27627,2020-05-18 16:27:00,2020-05-18 16:27:00,1,85845.28,0.0,85845.28,85845.28,85845.28,1,205,0.0
Y1,27628,2020-07-09 15:46:00,2020-11-14 14:54:00,3,65417.06,4650.4,60766.659999999996,16354.265,15191.664999999999,4,25,0.0710884897609278
Y1,27629,2020-07-27 13:25:00,2020-07-27 13:25:00,1,6687.0,0.0,6687.0,6687.0,6687.0,1,135,0.0
Y1,27630,2020-10-28 09:46:00,2020-10-28 09:46:00,1,21759.84,0.0,21759.84,21759.84,21759.84,1,42,0.0
Y1,27632,2019-12-02 12:13:00,2020-11-25 10:29:00,3,76653.23,0.0,76653.23,25551.076666666664,25551.076666666664,3,14,0.0
Y1,27633,2020-02-12 15:27:00,2020-12-09 13:59:00,6,449505.02,0.0,449505.02,74917.50333333334,74917.50333333334,6,0,0.0
Y1,27634,2020-03-28 11:45:00,2020-10-14 12:11:00,2,154481.52000000002,1087.2,153394.32,51493.840000000004,51131.44,3,56,0.007037734998982402
Y1,27635,2020-02-24 10:15:00,2020-11-11 12:04:00,8,488841.12,1115.1000000000001,487726.02,54315.68,54191.78,9,28,0.0022811092487473234
Y1,27636,2019-12-03 11:09:00,2020-12-01 09:32:00,26,1894787.72,95557.11,1799230.6099999999,55729.050588235295,52918.547352941176,34,8,0.05043156496707716
Y1,27638,2020-02-12 11:54:00,2020-02-12 11:54:00,1,59815.200000000004,0.0,59815.200000000004,59815.200000000004,59815.200000000004,1,301,0.0
Y1,27639,2020-10-25 11:45:00,2020-11-04 17:45:00,1,75903.5,8969.85,66933.65,37951.75,33466.825,2,35,0.11817439248519503
Y1,27640,2020-02-23 13:03:00,2020-02-23 13:03:00,1,123830.32999999999,0.0,123830.32999999999,123830.32999999999,123830.32999999999,1,290,0.0
Y1,27641,2020-01-21 13:48:00,2020-10-22 12:01:00,6,1811203.19,29752.8,1781450.39,181120.319,178145.039,10,48,0.016427091208910692
Y1,27643,2019-12-08 17:04:00,2020-12-08 13:55:00,12,1169173.59,19268.420000000002,1149905.17,73073.349375,71869.073125,16,1,0.01648037568142469
Y1,27644,2019-12-01 12:11:00,2020-12-02 16:51:00,6,381647.86,22286.7,359361.16,54521.12285714286,51337.30857142857,7,7,0.0583959779048676
Y1,27646,2020-09-15 15:41:00,2020-12-06 12:21:00,6,714741.98,0.0,714741.98,119123.66333333333,119123.66333333333,6,3,0.0
Y1,27647,2019-12-09 13:11:00,2019-12-17 17:39:00,1,102287.8,13453.199999999999,88834.6,51143.9,44417.3,2,358,0.13152301643011188
Y1,27648,2020-01-25 09:42:00,2020-05-23 12:14:00,2,260561.12,16121.6,244439.52,86853.70666666667,81479.84,3,200,0.06187262320640931
Y1,27649,2020-10-14 10:24:00,2020-12-06 11:42:00,2,62307.40000000001,0.0,62307.40000000001,31153.700000000004,31153.700000000004,2,3,0.0
Y1,27650,2020-06-02 13:50:00,2020-06-02 13:50:00,1,26965.199999999997,0.0,26965.199999999997,26965.199999999997,26965.199999999997,1,190,0.0
Y1,27651,2020-02-18 17:12:00,2020-07-27 14:43:00,6,551796.76,3072.6,548724.16,78828.10857142857,78389.16571428571,7,135,0.005568354551411284
Y1,27654,2019-12-04 13:01:00,2020-04-08 11:11:00,4,258953.22,26586.34,232366.88,25895.322,23236.688000000002,10,245,0.10266850514544673
Y1,27655,2020-08-18 11:38:00,2020-08-18 11:38:00,1,287478.08,0.0,287478.08,287478.08,287478.08,1,113,0.0
Y1,27656,2019-12-01 11:21:00,2020-12-09 14:15:00,121,12341199.22,429328.72,11911870.5,78108.85582278481,75391.58544303797,158,0,0.03478824969491093
Y1,27657,2019-12-16 09:23:00,2020-11-21 15:10:00,8,581698.83,7972.2,573726.63,64633.20333333333,63747.403333333335,9,18,0.013705030144207098
Y1,27659,2020-10-07 15:41:00,2020-11-08 16:32:00,2,115497.31,317.4,115179.91,38499.10333333333,38393.30333333334,3,31,0.002748115951791431
Y1,27662,2019-12-08 16:43:00,2020-01-31 15:55:00,1,34649.0,1087.2,33561.8,17324.5,16780.9,2,313,0.03137752893301394
Y1,27666,2019-12-17 18:46:00,2020-10-18 13:27:00,9,1045077.84,14486.85,1030590.99,74648.41714285714,73613.64214285715,14,52,0.0138619818022359
Y1,27667,2020-08-20 13:10:00,2020-08-20 13:10:00,1,259049.01,0.0,259049.01,259049.01,259049.01,1,111,0.0
Y1,27668,2020-02-16 09:21:00,2020-06-24 15:49:00,3,157623.9,18161.05,139462.85,39405.975,34865.7125,4,168,0.11521761611024724
Y1,27669,2020-01-07 14:37:00,2020-01-07 14:37:00,1,36314.04,0.0,36314.04,36314.04,36314.04,1,337,0.0
Y1,27670,2020-02-16 13:30:00,2020-11-09 13:14:00,7,567726.59,143.4,567583.19,70965.82375,70947.89875,8,30,0.00025258637260587005
Y1,27671,2019-12-01 13:19:00,2020-04-22 10:24:00,4,454411.42000000004,87867.45,366543.97000000003,50490.157777777786,40727.10777777778,9,231,0.19336540881829067
Y1,27673,2020-10-28 09:05:00,2020-10-28 09:05:00,1,33111.479999999996,0.0,33111.479999999996,33111.479999999996,33111.479999999996,1,42,0.0
Y1,27674,2019-12-14 12:18:00,2020-12-09 15:43:00,8,630018.76,68630.95,561387.81,39376.1725,35086.738125,16,0,0.10893477203758185
Y1,27676,2020-04-09 14:26:00,2020-07-28 09:42:00,3,195912.72,3504.8999999999996,192407.82,48978.18,48101.955,4,134,0.017890109432404388
Y1,27677,2020-07-14 13:01:00,2020-12-08 14:43:00,6,1032639.8599999999,0.0,1032639.8599999999,172106.6433333333,172106.6433333333,6,1,0.0
Y1,27681,2020-11-03 12:39:00,2020-11-03 12:39:00,1,95121.59999999999,0.0,95121.59999999999,95121.59999999999,95121.59999999999,1,36,0.0
Y1,27682,2020-10-24 15:29:00,2020-11-02 10:34:00,1,116124.44,12662.7,103461.74,58062.22,51730.87,2,37,0.10904422876011287
Y1,27683,2020-01-31 14:25:00,2020-01-31 14:25:00,1,169485.41,0.0,169485.41,169485.41,169485.41,1,313,0.0
Y1,27684,2020-02-08 13:38:00,2020-10-14 14:04:00,5,506607.44,28066.9,478540.54,63325.93,59817.5675,8,56,0.05540167353246925
Y1,27685,2020-05-27 10:27:00,2020-05-27 10:27:00,1,27068.4,0.0,27068.4,27068.4,27068.4,1,196,0.0
Y1,27686,2020-05-28 07:45:00,2020-09-16 16:41:00,1,62092.8,712.8,61380.0,31046.4,30690.0,2,84,0.011479591836734693
Y1,27691,2020-10-04 15:11:00,2020-10-18 16:31:00,2,106746.19999999998,1013.46,105732.73999999999,35582.06666666666,35244.246666666666,3,52,0.009494108455382956
Y1,27692,2020-09-28 12:50:00,2020-12-08 15:25:00,4,262401.3,6241.2,256160.1,43733.549999999996,42693.35,6,1,0.02378494313862012
Y1,27695,2020-11-21 15:14:00,2020-12-01 13:33:00,2,150144.0,0.0,150144.0,75072.0,75072.0,2,8,0.0
Y1,27696,2020-10-03 12:18:00,2020-12-05 11:49:00,4,617298.36,10232.82,607065.54,88185.48,86723.64857142858,7,4,0.016576781444875375
Y1,27697,2020-06-09 11:28:00,2020-06-09 11:28:00,1,105989.1,0.0,105989.1,105989.1,105989.1,1,183,0.0
Y1,27698,2019-12-02 10:46:00,2020-12-07 11:49:00,6,1139948.61,7782.4,1132166.21,162849.80142857143,161738.03,7,2,0.0068269744194872075
Y1,27699,2020-04-15 16:12:00,2020-04-20 11:45:00,3,272835.75,297639.0,-24803.25,38976.53571428572,-3543.3214285714284,7,233,1.0909090909090908
Y1,27701,2020-10-13 13:12:00,2020-12-06 14:05:00,4,545436.55,0.0,545436.55,136359.1375,136359.1375,4,3,0.0
Y1,27702,2020-01-26 16:49:00,2020-01-26 16:49:00,0,0.0,28956.600000000002,-28956.600000000002,0.0,-28956.600000000002,1,318,0.0
Y1,27703,2019-12-07 12:19:00,2020-12-09 10:04:00,22,2336453.47,35354.68,2301098.79,83444.7667857143,82182.09964285714,28,0,0.015131771487835363
Y1,27704,2020-01-15 11:30:00,2020-06-03 10:42:00,8,51853.5,619.5,51234.0,5761.5,5692.666666666667,9,189,0.011947120252249125
Y1,27706,2020-06-14 13:27:00,2020-07-01 14:15:00,3,113558.6,0.0,113558.6,37852.86666666667,37852.86666666667,3,161,0.0
Y1,27707,2019-12-01 09:08:00,2020-09-17 10:37:00,2,206226.36,0.0,206226.36,103113.18,103113.18,2,83,0.0
Y1,27708,2020-08-04 08:41:00,2020-12-02 12:28:00,2,183698.62,0.0,183698.62,91849.31,91849.31,2,7,0.0
Y1,27710,2020-02-04 16:43:00,2020-11-01 10:44:00,6,616586.72,0.0,616586.72,102764.45333333332,102764.45333333332,6,38,0.0
Y1,27711,2020-02-26 10:10:00,2020-10-26 09:52:00,5,409687.99,0.0,409687.99,81937.598,81937.598,5,44,0.0
Y1,27712,2019-12-10 14:20:00,2020-10-17 15:05:00,7,909768.03,3891.2,905876.83,113721.00375,113234.60375,8,53,0.004277134249265717
Y1,27713,2020-11-10 15:52:00,2020-11-10 15:52:00,1,51011.5,0.0,51011.5,51011.5,51011.5,1,29,0.0
Y1,27714,2019-12-08 07:43:00,2020-11-30 12:09:00,11,812989.42,211908.76,601080.66,67749.11833333333,50090.055,12,9,0.26065377332954714
Y1,27715,2020-10-25 12:08:00,2020-10-25 12:08:00,1,336563.87,0.0,336563.87,336563.87,336563.87,1,45,0.0
Y1,27716,2020-02-15 13:14:00,2020-02-15 13:14:00,1,14265.6,0.0,14265.6,14265.6,14265.6,1,298,0.0
Y1,27717,2020-02-14 11:24:00,2020-09-15 14:52:00,7,557864.3200000001,5611.92,552252.4,61984.92444444445,61361.37777777778,9,85,0.010059650346521534
Y1,27718,2020-05-02 11:57:00,2020-12-03 14:40:00,6,423761.41,0.0,423761.41,70626.90166666666,70626.90166666666,6,6,0.0
Y1,27719,2020-03-25 12:03:00,2020-03-25 12:03:00,1,28836.84,0.0,28836.84,28836.84,28836.84,1,259,0.0
Y1,27720,2020-01-18 15:38:00,2020-01-18 15:38:00,1,15113.52,0.0,15113.52,15113.52,15113.52,1,326,0.0
Y1,27722,2020-10-20 11:42:00,2020-11-22 08:55:00,4,249422.19999999998,4270.799999999999,245151.39999999997,49884.439999999995,49030.27999999999,5,17,0.017122774155628486
Y1,27723,2020-07-26 08:47:00,2020-09-03 11:30:00,2,66549.0,0.0,66549.0,33274.5,33274.5,2,97,0.0
Y1,27724,2020-11-04 11:59:00,2020-11-04 11:59:00,1,340434.5,0.0,340434.5,340434.5,340434.5,1,35,0.0
Y1,27725,2019-12-01 13:50:00,2020-12-09 15:01:00,7,244401.9,2404.08,241997.82,30550.2375,30249.7275,8,0,0.009836584740134999
Y1,27726,2020-05-05 14:35:00,2020-10-12 13:32:00,3,235738.38999999998,2446.2000000000003,233292.19,58934.597499999996,58323.0475,4,58,0.010376757048353476
Y1,27727,2019-12-04 14:13:00,2020-11-30 09:46:00,6,1834045.8800000001,13238.25,1820807.6300000001,152837.15666666668,151733.96916666668,12,9,0.007218058252719392
Y1,27728,2020-01-26 16:24:00,2020-01-26 16:24:00,0,0.0,8402.85,-8402.85,0.0,-8402.85,1,318,0.0
Y1,27729,2020-04-26 12:38:00,2020-12-02 17:27:00,2,356053.61,4725.0,351328.61,118684.53666666667,117109.53666666667,3,7,0.013270473510997404
Y1,27730,2020-01-31 13:02:00,2020-11-12 12:28:00,2,88193.25,0.0,88193.25,44096.625,44096.625,2,27,0.0
Y1,27732,2020-08-04 16:05:00,2020-08-04 16:05:00,1,112681.79999999999,0.0,112681.79999999999,112681.79999999999,112681.79999999999,1,127,0.0
Y1,27734,2020-01-27 12:44:00,2020-11-04 19:23:00,4,257473.19999999998,0.0,257473.19999999998,64368.299999999996,64368.299999999996,4,35,0.0
