BasketID,year_block,EventID,UserID,basket_time,basket_gross,basket_return,basket_net,n_items,n_distinct_products,n_lines,month,weekday,hour
Y1_627278,Y1,627278,27261,2020-04-07 14:54:00,2745.84,0.0,2745.84,68,1,1,4,1,14
Y1_627280,Y1,627280,25938,2020-04-07 15:02:00,141237.66,0.0,141237.66,413,25,25,4,1,15
Y1_627281,Y1,627281,27668,2020-04-07 15:14:00,54055.5,0.0,54055.5,106,8,8,4,1,15
Y1_627282,Y1,627282,25166,2020-04-07 15:14:00,33676.56,0.0,33676.56,212,7,7,4,1,15
Y1_627283,Y1,627283,25985,2020-04-07 15:33:00,64183.2,0.0,64183.2,188,4,4,4,1,15
Y1_627284,Y1,627284,25316,2020-04-07 15:43:00,125137.79999999999,0.0,125137.79999999999,1768,10,10,4,1,15
Y1_627285,Y1,627285,27012,2020-04-07 15:47:00,128614.5,0.0,128614.5,826,35,35,4,1,15
Y1_627286,Y1,627286,28799,2020-04-07 15:54:00,1650.0,0.0,1650.0,11,1,1,4,1,15
Y1_627287,Y1,627287,24827,2020-04-07 16:06:00,139879.2,0.0,139879.2,1616,11,11,4,1,16
Y1_627288,Y1,627288,28083,2020-04-07 16:09:00,83556.6,0.0,83556.6,498,17,17,4,1,16
Y1_627289,Y1,627289,24827,2020-04-07 16:11:00,116687.28,0.0,116687.28,1400,11,11,4,1,16
Y1_627290,Y1,627290,24827,2020-04-07 16:13:00,210675.36,0.0,210675.36,2580,11,11,4,1,16
Y1_627291,Y1,627291,24827,2020-04-07 16:16:00,116687.28,0.0,116687.28,1400,11,11,4,1,16
Y1_627292,Y1,627292,24827,2020-04-07 16:17:00,116687.28,0.0,116687.28,1400,11,11,4,1,16
Y1_627293,Y1,627293,30083,2020-04-07 16:21:00,74362.44,0.0,74362.44,544,16,16,4,1,16
Y1_627294,Y1,627294,30083,2020-04-07 16:22:00,24261.6,0.0,24261.6,152,5,5,4,1,16
Y1_627295,Y1,627295,30052,2020-04-07 16:36:00,20492.7,0.0,20492.7,118,5,5,4,1,16
Y1_627298,Y1,627298,28714,2020-04-07 16:52:00,66716.2,0.0,66716.2,253,11,11,4,1,16
Y1_627300,Y1,627300,30409,2020-04-08 08:00:00,85168.59999999999,0.0,85168.59999999999,142,4,4,4,2,8
Y1_627301,Y1,627301,29842,2020-04-08 08:01:00,43808.8,0.0,43808.8,104,3,3,4,2,8
Y1_627302,Y1,627302,27103,2020-04-08 08:27:00,154756.59999999998,0.0,154756.59999999998,384,22,22,4,2,8
Y1_627303,Y1,627303,27143,2020-04-08 08:31:00,39620.34,0.0,39620.34,364,12,12,4,2,8
Y1_627304,Y1,627304,26197,2020-04-08 09:06:00,60074.2,0.0,60074.2,235,11,11,4,2,9
Y1_627305,Y1,627305,25334,2020-04-08 09:25:00,114393.6,0.0,114393.6,586,6,6,4,2,9
Y1_627306,Y1,627306,27985,2020-04-08 09:43:00,232421.83000000002,0.0,232421.83000000002,1367,33,33,4,2,9
Y1_627307,Y1,627307,29898,2020-04-08 09:44:00,81598.79999999999,0.0,81598.79999999999,212,1,1,4,2,9
Y1_627308,Y1,627308,26490,2020-04-08 09:47:00,161570.4,0.0,161570.4,428,5,5,4,2,9
Y1_627309,Y1,627309,27703,2020-04-08 09:56:00,84412.32,0.0,84412.32,874,21,21,4,2,9
Y1_627310,Y1,627310,25110,2020-04-08 10:08:00,68644.2,0.0,68644.2,378,13,13,4,2,10
Y1_627311,Y1,627311,29771,2020-04-08 10:17:00,66364.9,0.0,66364.9,307,15,15,4,2,10
Y1_627312,Y1,627312,29771,2020-04-08 10:19:00,90116.28,0.0,90116.28,952,20,20,4,2,10
Y1_627314,Y1,627314,25334,2020-04-08 10:30:00,11481.6,0.0,11481.6,32,1,1,4,2,10
Y1_627315,Y1,627315,27200,2020-04-08 10:30:00,379161.9,0.0,379161.9,1952,64,64,4,2,10
Y1_627316,Y1,627316,24767,2020-04-08 10:40:00,61743.15,0.0,61743.15,677,10,10,4,2,10
Y1_627317,Y1,627317,25452,2020-04-08 10:52:00,123935.76,0.0,123935.76,975,21,21,4,2,10
Y1_627319,Y1,627319,27654,2020-04-08 11:11:00,56298.0,0.0,56298.0,175,10,10,4,2,11
Y1_627320,Y1,627320,28398,2020-04-08 11:11:00,223196.82,0.0,223196.82,956,44,44,4,2,11
Y1_627323,Y1,627323,26057,2020-04-08 11:16:00,141997.06,0.0,141997.06,1126,23,23,4,2,11
Y1_627324,Y1,627324,27263,2020-04-08 11:18:00,221658.9,0.0,221658.9,633,23,23,4,2,11
Y1_627325,Y1,627325,30022,2020-04-08 11:20:00,227091.11,0.0,227091.11,1654,34,34,4,2,11
Y1_627326,Y1,627326,25180,2020-04-08 11:33:00,72201.83,0.0,72201.83,228,15,15,4,2,11
Y1_627331,Y1,627331,27158,2020-04-08 11:49:00,288556.58,0.0,288556.58,792,58,64,4,2,11
Y1_627333,Y1,627333,27350,2020-04-08 11:50:00,128459.42,0.0,128459.42,412,32,34,4,2,11
Y1_627351,Y1,627351,25623,2020-04-08 11:59:00,90603.63,0.0,90603.63,624,26,26,4,2,11
Y1_627357,Y1,627357,26795,2020-04-08 12:09:00,53951.46,0.0,53951.46,288,11,11,4,2,12
Y1_627360,Y1,627360,26878,2020-04-08 12:13:00,111340.12,0.0,111340.12,414,11,11,4,2,12
Y1_627361,Y1,627361,30306,2020-04-08 12:23:00,20890.1,0.0,20890.1,56,5,5,4,2,12
Y1_627363,Y1,627363,30596,2020-04-08 12:23:00,531951.96,0.0,531951.96,5266,21,21,4,2,12
Y1_627377,Y1,627377,27958,2020-04-08 12:51:00,114728.34,0.0,114728.34,1210,27,27,4,2,12
Y1_627378,Y1,627378,30091,2020-04-08 12:54:00,76172.16,0.0,76172.16,554,13,13,4,2,12
Y1_627379,Y1,627379,26455,2020-04-08 13:15:00,78325.08,0.0,78325.08,196,7,7,4,2,13
Y1_627380,Y1,627380,27643,2020-04-08 13:16:00,150300.12,0.0,150300.12,848,33,33,4,2,13
Y1_627381,Y1,627381,28018,2020-04-08 13:18:00,77830.09999999999,0.0,77830.09999999999,241,10,10,4,2,13
Y1_627382,Y1,627382,25054,2020-04-08 13:19:00,91983.99,0.0,91983.99,536,33,33,4,2,13
Y1_627383,Y1,627383,30539,2020-04-08 13:21:00,114510.0,0.0,114510.0,340,5,5,4,2,13
Y1_627384,Y1,627384,25054,2020-04-08 13:21:00,10035.900000000001,0.0,10035.900000000001,81,5,5,4,2,13
Y1_627385,Y1,627385,26450,2020-04-08 13:32:00,334396.85,0.0,334396.85,1868,58,58,4,2,13
Y1_627386,Y1,627386,29455,2020-04-08 13:32:00,86981.5,0.0,86981.5,242,18,19,4,2,13
Y1_627388,Y1,627388,26907,2020-04-08 13:45:00,51745.78,0.0,51745.78,296,15,15,4,2,13
Y1_627389,Y1,627389,30410,2020-04-08 13:54:00,170259.46,0.0,170259.46,631,29,29,4,2,13
Y1_627390,Y1,627390,25956,2020-04-08 14:15:00,63196.759999999995,0.0,63196.759999999995,240,19,19,4,2,14
Y1_627391,Y1,627391,29392,2020-04-08 14:28:00,139980.36,0.0,139980.36,578,29,29,4,2,14
Y1_627392,Y1,627392,26505,2020-04-08 14:30:00,169164.96,0.0,169164.96,876,13,13,4,2,14
Y1_627393,Y1,627393,30150,2020-04-08 14:36:00,47314.44,0.0,47314.44,668,1,1,4,2,14
Y1_627394,Y1,627394,27983,2020-04-08 14:37:00,44405.2,0.0,44405.2,156,3,3,4,2,14
Y1_627395,Y1,627395,26907,2020-04-08 14:42:00,9522.0,0.0,9522.0,60,2,2,4,2,14
Y1_627397,Y1,627397,25389,2020-04-08 15:04:00,120611.04,0.0,120611.04,899,23,23,4,2,15
Y1_627398,Y1,627398,26644,2020-04-08 15:19:00,75393.81,0.0,75393.81,418,10,10,4,2,15
Y1_627399,Y1,627399,26644,2020-04-08 15:20:00,34544.4,0.0,34544.4,252,5,5,4,2,15
Y1_627400,Y1,627400,28113,2020-04-08 15:29:00,182662.00999999998,0.0,182662.00999999998,360,27,27,4,2,15
Y1_627401,Y1,627401,26013,2020-04-08 15:30:00,51972.0,0.0,51972.0,140,4,4,4,2,15
Y1_627402,Y1,627402,28513,2020-04-08 15:35:00,32068.800000000003,0.0,32068.800000000003,224,7,7,4,2,15
Y1_627403,Y1,627403,28513,2020-04-08 15:36:00,17517.600000000002,0.0,17517.600000000002,44,2,2,4,2,15
Y1_627404,Y1,627404,28513,2020-04-08 15:36:00,8604.8,0.0,8604.8,16,1,1,4,2,15
Y1_627405,Y1,627405,27269,2020-04-08 15:40:00,139026.44,0.0,139026.44,294,12,12,4,2,15
Y1_627406,Y1,627406,29707,2020-04-08 15:40:00,70029.84,0.0,70029.84,329,25,25,4,2,15
Y1_627407,Y1,627407,27407,2020-04-08 15:41:00,181070.76,0.0,181070.76,871,39,39,4,2,15
Y1_627409,Y1,627409,25508,2020-04-08 16:21:00,11253.0,0.0,11253.0,23,2,2,4,2,16
Y1_627410,Y1,627410,26344,2020-04-08 16:36:00,86344.12,0.0,86344.12,409,16,16,4,2,16
Y1_627411,Y1,627411,26039,2020-04-08 16:43:00,371249.64,0.0,371249.64,2062,17,17,4,2,16
Y1_627412,Y1,627412,25788,2020-04-08 16:45:00,291061.88,0.0,291061.88,1154,88,93,4,2,16
Y1_627415,Y1,627415,26039,2020-04-08 16:49:00,113848.08,0.0,113848.08,1092,6,6,4,2,16
Y1_627416,Y1,627416,25188,2020-04-08 16:50:00,14576.650000000001,0.0,14576.650000000001,11,1,1,4,2,16
Y1_627417,Y1,627417,26039,2020-04-08 16:54:00,29568.000000000004,0.0,29568.000000000004,160,3,3,4,2,16
Y1_627418,Y1,627418,26039,2020-04-08 16:58:00,23550.0,0.0,23550.0,128,2,2,4,2,16
Y1_627419,Y1,627419,28710,2020-04-08 17:00:00,121560.64,0.0,121560.64,332,25,25,4,2,17
Y1_627420,Y1,627420,25343,2020-04-08 17:04:00,81636.9,0.0,81636.9,690,22,22,4,2,17
Y1_627421,Y1,627421,26893,2020-04-08 17:05:00,123216.1,0.0,123216.1,431,20,23,4,2,17
Y1_627422,Y1,627422,26893,2020-04-08 17:09:00,11551.77,0.0,11551.77,65,5,5,4,2,17
Y1_627424,Y1,627424,27474,2020-04-08 17:15:00,62803.8,0.0,62803.8,658,15,15,4,2,17
Y1_627425,Y1,627425,27656,2020-04-08 17:32:00,30843.6,0.0,30843.6,204,3,3,4,2,17
Y1_627427,Y1,627427,25791,2020-04-08 17:39:00,74442.0,0.0,74442.0,359,15,15,4,2,17
Y1_627428,Y1,627428,29525,2020-04-08 17:44:00,99997.4,0.0,99997.4,677,45,46,4,2,17
Y1_627429,Y1,627429,25332,2020-04-08 17:45:00,66525.2,0.0,66525.2,155,8,8,4,2,17
Y1_627431,Y1,627431,29874,2020-04-08 17:51:00,136221.36,0.0,136221.36,470,23,23,4,2,17
Y1_627432,Y1,627432,29947,2020-04-08 19:13:00,121200.3,0.0,121200.3,809,48,52,4,2,19
Y1_627433,Y1,627433,27047,2020-04-08 19:29:00,115131.23,0.0,115131.23,213,17,18,4,2,19
Y1_627434,Y1,627434,25636,2020-04-08 19:39:00,102013.75,0.0,102013.75,382,25,27,4,2,19
Y1_627435,Y1,627435,26080,2020-04-08 19:40:00,223718.57,0.0,223718.57,669,40,41,4,2,19
Y1_627436,Y1,627436,26107,2020-04-09 08:05:00,86463.0,0.0,86463.0,780,9,9,4,3,8
Y1_627437,Y1,627437,25542,2020-04-09 09:14:00,123549.47,0.0,123549.47,484,19,19,4,3,9
Y1_627438,Y1,627438,30616,2020-04-09 09:26:00,95367.6,0.0,95367.6,430,12,12,4,3,9
Y1_627440,Y1,627440,30294,2020-04-09 09:54:00,24892.800000000003,0.0,24892.800000000003,320,1,1,4,3,9
Y1_627441,Y1,627441,24813,2020-04-09 10:08:00,385213.67,0.0,385213.67,2096,57,57,4,3,10
Y1_627442,Y1,627442,28385,2020-04-09 10:12:00,103920.4,0.0,103920.4,605,22,22,4,3,10
Y1_627443,Y1,627443,27306,2020-04-09 10:17:00,201049.4,0.0,201049.4,1202,37,37,4,3,10
Y1_627444,Y1,627444,30591,2020-04-09 10:19:00,21085.44,0.0,21085.44,68,1,1,4,3,10
Y1_627445,Y1,627445,29659,2020-04-09 10:24:00,139273.08,0.0,139273.08,889,31,31,4,3,10
Y1_627447,Y1,627447,28686,2020-04-09 10:30:00,151158.96,0.0,151158.96,1416,36,36,4,3,10
Y1_627450,Y1,627450,29289,2020-04-09 11:03:00,47740.47,0.0,47740.47,107,7,7,4,3,11
Y1_627451,Y1,627451,26143,2020-04-09 11:15:00,94654.32,0.0,94654.32,498,7,7,4,3,11
Y1_627453,Y1,627453,27568,2020-04-09 11:34:00,47083.2,0.0,47083.2,190,6,6,4,3,11
Y1_627456,Y1,627456,28358,2020-04-09 11:38:00,4455.0,0.0,4455.0,50,1,1,4,3,11
Y1_627457,Y1,627457,28358,2020-04-09 11:39:00,28440.0,0.0,28440.0,120,1,1,4,3,11
Y1_627458,Y1,627458,28757,2020-04-09 11:41:00,46912.08,0.0,46912.08,285,14,19,4,3,11
Y1_627476,Y1,627476,25897,2020-04-09 12:08:00,134594.4,0.0,134594.4,588,16,17,4,3,12
Y1_627482,Y1,627482,25131,2020-04-09 12:12:00,147570.1,0.0,147570.1,634,18,18,4,3,12
Y1_627520,Y1,627520,29634,2020-04-09 12:33:00,88454.35,0.0,88454.35,354,22,27,4,3,12
Y1_627521,Y1,627521,28432,2020-04-09 12:33:00,35969.28,0.0,35969.28,116,1,1,4,3,12
Y1_627538,Y1,627538,30186,2020-04-09 12:40:00,191852.43000000002,0.0,191852.43000000002,528,36,37,4,3,12
Y1_627548,Y1,627548,26316,2020-04-09 13:00:00,94010.38,0.0,94010.38,473,19,19,4,3,13
Y1_627549,Y1,627549,25425,2020-04-09 13:07:00,23292.0,0.0,23292.0,76,4,4,4,3,13
Y1_627550,Y1,627550,25026,2020-04-09 13:08:00,104033.2,0.0,104033.2,336,14,14,4,3,13
Y1_627553,Y1,627553,24958,2020-04-09 14:01:00,124524.74,0.0,124524.74,450,24,24,4,3,14
Y1_627554,Y1,627554,27676,2020-04-09 14:26:00,107654.87999999999,0.0,107654.87999999999,675,24,24,4,3,14
Y1_627555,Y1,627555,25276,2020-04-09 14:27:00,37777.200000000004,0.0,37777.200000000004,440,2,2,4,3,14
Y1_627556,Y1,627556,26147,2020-04-09 14:38:00,310322.3,0.0,310322.3,1480,52,52,4,3,14
Y1_627557,Y1,627557,28448,2020-04-09 14:46:00,70312.3,0.0,70312.3,204,8,8,4,3,14
Y1_627558,Y1,627558,26147,2020-04-09 14:49:00,10306.800000000001,0.0,10306.800000000001,18,1,1,4,3,14
Y1_627572,Y1,627572,26786,2020-04-09 15:04:00,18070.4,0.0,18070.4,16,1,1,4,3,15
Y1_627573,Y1,627573,27671,2020-04-09 15:22:00,83786.88,0.0,83786.88,710,24,24,4,3,15
Y1_627574,Y1,627574,28243,2020-04-09 16:05:00,155204.26,0.0,155204.26,389,32,32,4,3,16
Y1_627575,Y1,627575,29954,2020-04-09 16:54:00,177891.04,0.0,177891.04,1255,79,85,4,3,16
Y1_627576,Y1,627576,28234,2020-04-09 17:13:00,155058.47999999998,0.0,155058.47999999998,702,51,52,4,3,17
Y1_627577,Y1,627577,28449,2020-04-11 10:16:00,92530.66,0.0,92530.66,266,22,22,4,5,10
Y1_627578,Y1,627578,25261,2020-04-11 10:30:00,277780.68,0.0,277780.68,935,36,46,4,5,10
Y1_627579,Y1,627579,29659,2020-04-11 10:35:00,59067.600000000006,0.0,59067.600000000006,152,7,7,4,5,10
Y1_627581,Y1,627581,24845,2020-04-11 10:44:00,87819.25,0.0,87819.25,366,9,9,4,5,10
Y1_627582,Y1,627582,26199,2020-04-11 10:44:00,50539.0,0.0,50539.0,329,6,6,4,5,10
Y1_627583,Y1,627583,26199,2020-04-11 10:45:00,7584.0,0.0,7584.0,32,1,1,4,5,10
Y1_627584,Y1,627584,29087,2020-04-11 10:47:00,56016.31,0.0,56016.31,291,11,14,4,5,10
Y1_627586,Y1,627586,25865,2020-04-11 11:14:00,179863.5,0.0,179863.5,806,25,25,4,5,11
Y1_627587,Y1,627587,27360,2020-04-11 11:17:00,96047.1,0.0,96047.1,318,19,19,4,5,11
Y1_627588,Y1,627588,29478,2020-04-11 11:22:00,134501.16,0.0,134501.16,1148,3,3,4,5,11
Y1_627589,Y1,627589,27834,2020-04-11 11:47:00,49283.2,0.0,49283.2,192,7,7,4,5,11
Y1_627590,Y1,627590,30079,2020-04-11 11:56:00,33100.4,0.0,33100.4,154,8,8,4,5,11
Y1_627591,Y1,627591,28621,2020-04-11 12:02:00,142126.92,0.0,142126.92,878,12,12,4,5,12
Y1_627592,Y1,627592,26144,2020-04-11 12:05:00,67678.24,0.0,67678.24,233,5,5,4,5,12
Y1_627593,Y1,627593,30265,2020-04-11 12:12:00,208933.41,0.0,208933.41,987,28,31,4,5,12
Y1_627594,Y1,627594,26620,2020-04-11 12:32:00,36535.2,0.0,36535.2,180,5,5,4,5,12
Y1_627595,Y1,627595,30114,2020-04-11 12:37:00,281427.91,0.0,281427.91,1295,84,90,4,5,12
Y1_627596,Y1,627596,29159,2020-04-11 12:45:00,412249.31,0.0,412249.31,1196,78,86,4,5,12
Y1_627597,Y1,627597,28811,2020-04-11 12:45:00,128132.45,0.0,128132.45,518,27,30,4,5,12
Y1_627598,Y1,627598,25604,2020-04-11 13:01:00,149371.25999999998,0.0,149371.25999999998,536,44,47,4,5,13
Y1_627599,Y1,627599,29458,2020-04-11 13:07:00,59796.659999999996,0.0,59796.659999999996,222,10,10,4,5,13
Y1_627600,Y1,627600,29717,2020-04-11 13:09:00,51540.6,0.0,51540.6,237,18,19,4,5,13
Y1_627601,Y1,627601,26131,2020-04-11 13:09:00,169440.07,0.0,169440.07,938,46,48,4,5,13
Y1_627602,Y1,627602,24826,2020-04-11 13:10:00,443854.8,0.0,443854.8,3098,50,50,4,5,13
Y1_627603,Y1,627603,30020,2020-04-11 13:27:00,121030.42,0.0,121030.42,614,14,14,4,5,13
Y1_627604,Y1,627604,25525,2020-04-11 13:37:00,25104.0,0.0,25104.0,102,4,4,4,5,13
Y1_627605,Y1,627605,29953,2020-04-11 13:37:00,91993.14,0.0,91993.14,786,48,59,4,5,13
Y1_627606,Y1,627606,29045,2020-04-11 13:39:00,180058.27,0.0,180058.27,902,35,35,4,5,13
Y1_627607,Y1,627607,26356,2020-04-11 13:40:00,70477.38,0.0,70477.38,876,22,22,4,5,13
Y1_627608,Y1,627608,30183,2020-04-11 13:49:00,79983.7,0.0,79983.7,332,15,15,4,5,13
Y1_627609,Y1,627609,29413,2020-04-11 14:11:00,68249.76,0.0,68249.76,290,24,24,4,5,14
Y1_627610,Y1,627610,27788,2020-04-11 14:28:00,202460.03,0.0,202460.03,780,45,47,4,5,14
Y1_627611,Y1,627611,30203,2020-04-11 14:42:00,123455.39,0.0,123455.39,471,19,19,4,5,14
Y1_627612,Y1,627612,28717,2020-04-11 15:20:00,62234.05,0.0,62234.05,276,20,22,4,5,15
Y1_627613,Y1,627613,29566,2020-04-11 15:34:00,168753.91999999998,0.0,168753.91999999998,824,42,44,4,5,15
Y1_627614,Y1,627614,25346,2020-04-11 15:38:00,131251.84,0.0,131251.84,591,26,26,4,5,15
Y1_627615,Y1,627615,29566,2020-04-11 15:38:00,28368.36,0.0,28368.36,269,15,16,4,5,15
Y1_627616,Y1,627616,27900,2020-04-11 15:54:00,169957.66,0.0,169957.66,1084,65,67,4,5,15
Y1_627617,Y1,627617,27412,2020-04-11 15:54:00,221191.28,0.0,221191.28,1136,38,38,4,5,15
Y1_627618,Y1,627618,25280,2020-04-11 15:59:00,143566.16999999998,0.0,143566.16999999998,809,30,30,4,5,15
Y1_627619,Y1,627619,26775,2020-04-11 15:59:00,162112.6,0.0,162112.6,674,22,22,4,5,15
Y1_627620,Y1,627620,26749,2020-04-11 16:06:00,33160.479999999996,0.0,33160.479999999996,165,7,7,4,5,16
Y1_627621,Y1,627621,29099,2020-04-12 07:07:00,194894.28,0.0,194894.28,581,4,4,4,6,7
Y1_627622,Y1,627622,28374,2020-04-12 07:14:00,267800.0,0.0,267800.0,1108,8,8,4,6,7
Y1_627632,Y1,627632,25788,2020-04-12 08:23:00,2239.1400000000003,0.0,2239.1400000000003,67,1,1,4,6,8
Y1_627639,Y1,627639,25763,2020-04-12 09:13:00,102567.56,0.0,102567.56,710,18,18,4,6,9
Y1_627640,Y1,627640,27869,2020-04-12 09:19:00,87910.4,0.0,87910.4,114,8,8,4,6,9
Y1_627644,Y1,627644,28799,2020-04-12 09:52:00,6099.75,0.0,6099.75,15,1,1,4,6,9
Y1_627645,Y1,627645,29492,2020-04-12 09:59:00,39436.68,0.0,39436.68,71,4,4,4,6,9
Y1_627648,Y1,627648,27935,2020-04-12 10:09:00,114628.09999999999,0.0,114628.09999999999,524,22,22,4,6,10
Y1_627649,Y1,627649,24826,2020-04-12 10:10:00,293063.65,0.0,293063.65,11,1,1,4,6,10
Y1_627651,Y1,627651,28471,2020-04-12 10:15:00,95942.1,0.0,95942.1,472,19,19,4,6,10
Y1_627652,Y1,627652,27136,2020-04-12 10:24:00,96179.45999999999,0.0,96179.45999999999,377,19,19,4,6,10
Y1_627656,Y1,627656,26459,2020-04-12 11:07:00,103277.2,0.0,103277.2,513,20,20,4,6,11
Y1_627659,Y1,627659,25753,2020-04-12 11:19:00,86508.0,0.0,86508.0,644,5,5,4,6,11
Y1_627660,Y1,627660,27275,2020-04-12 11:22:00,323968.39,0.0,323968.39,1037,51,51,4,6,11
Y1_627662,Y1,627662,29814,2020-04-12 11:25:00,124358.14,0.0,124358.14,385,20,20,4,6,11
Y1_627666,Y1,627666,29814,2020-04-12 11:28:00,3964.8,0.0,3964.8,32,1,1,4,6,11
Y1_627668,Y1,627668,30210,2020-04-12 11:38:00,132269.1,0.0,132269.1,678,22,29,4,6,11
Y1_627669,Y1,627669,27891,2020-04-12 11:45:00,97370.70000000001,0.0,97370.70000000001,199,6,6,4,6,11
Y1_627670,Y1,627670,27891,2020-04-12 11:51:00,97370.7,0.0,97370.7,199,6,6,4,6,11
Y1_627672,Y1,627672,27849,2020-04-12 12:48:00,103792.29,0.0,103792.29,354,18,30,4,6,12
Y1_627673,Y1,627673,27189,2020-04-12 12:50:00,316030.77,0.0,316030.77,1669,58,58,4,6,12
Y1_627688,Y1,627688,27389,2020-04-12 13:01:00,272026.21,0.0,272026.21,639,37,38,4,6,13
Y1_627690,Y1,627690,30447,2020-04-12 13:11:00,263190.64,0.0,263190.64,876,15,15,4,6,13
Y1_627700,Y1,627700,25570,2020-04-12 13:22:00,275336.68,0.0,275336.68,1128,20,20,4,6,13
Y1_627713,Y1,627713,25327,2020-04-12 13:50:00,219788.34,0.0,219788.34,1241,49,49,4,6,13
Y1_627722,Y1,627722,28698,2020-04-12 14:20:00,104754.9,0.0,104754.9,633,19,19,4,6,14
Y1_627774,Y1,627774,27811,2020-04-12 14:48:00,111978.6,0.0,111978.6,515,40,44,4,6,14
Y1_627776,Y1,627776,27250,2020-04-12 14:53:00,78320.5,0.0,78320.5,346,12,12,4,6,14
Y1_627777,Y1,627777,27656,2020-04-12 14:53:00,37839.0,0.0,37839.0,225,12,12,4,6,14
Y1_627779,Y1,627779,28262,2020-04-12 15:01:00,97467.65,0.0,97467.65,245,21,22,4,6,15
Y1_627782,Y1,627782,25909,2020-04-12 15:32:00,119489.95,0.0,119489.95,517,20,20,4,6,15
Y1_627783,Y1,627783,28940,2020-04-12 15:40:00,151093.99,0.0,151093.99,1032,71,81,4,6,15
Y1_627784,Y1,627784,29332,2020-04-12 15:59:00,236652.47999999998,0.0,236652.47999999998,625,50,50,4,6,15
Y1_627785,Y1,627785,29613,2020-04-12 16:01:00,15235.199999999999,0.0,15235.199999999999,96,2,2,4,6,16
Y1_627787,Y1,627787,27868,2020-04-12 16:11:00,33424.6,0.0,33424.6,44,1,2,4,6,16
Y1_627788,Y1,627788,25016,2020-04-12 16:30:00,453407.85,0.0,453407.85,2310,45,45,4,6,16
Y1_627789,Y1,627789,25818,2020-04-12 16:33:00,50439.26,0.0,50439.26,88,2,2,4,6,16
Y1_627791,Y1,627791,25818,2020-04-12 16:38:00,10718.400000000001,0.0,10718.400000000001,58,1,1,4,6,16
Y1_627792,Y1,627792,29050,2020-04-12 16:38:00,357711.0,0.0,357711.0,1444,27,27,4,6,16
Y1_627793,Y1,627793,29050,2020-04-12 16:41:00,86980.72,0.0,86980.72,662,12,12,4,6,16
Y1_627794,Y1,627794,29050,2020-04-12 16:42:00,129027.44,0.0,129027.44,586,13,13,4,6,16
Y1_627795,Y1,627795,29050,2020-04-12 16:44:00,9300.8,0.0,9300.8,16,1,1,4,6,16
Y1_627796,Y1,627796,25909,2020-04-12 16:50:00,124774.83,0.0,124774.83,1579,51,55,4,6,16
Y1_627797,Y1,627797,29393,2020-04-12 17:23:00,69213.4,0.0,69213.4,346,20,20,4,6,17
Y1_627800,Y1,627800,27198,2020-04-13 09:26:00,128743.84,0.0,128743.84,355,14,14,4,0,9
Y1_627807,Y1,627807,26122,2020-04-13 09:55:00,38612.4,0.0,38612.4,92,1,1,4,0,9
Y1_627808,Y1,627808,29613,2020-04-13 09:56:00,11894.400000000001,0.0,11894.400000000001,96,2,2,4,0,9
Y1_627811,Y1,627811,25788,2020-04-13 10:01:00,1336.5,0.0,1336.5,15,1,1,4,0,10
Y1_627812,Y1,627812,25180,2020-04-13 10:02:00,43051.49,0.0,43051.49,109,8,8,4,0,10
Y1_627828,Y1,627828,25288,2020-04-13 11:03:00,124712.2,0.0,124712.2,455,20,20,4,0,11
Y1_627829,Y1,627829,25813,2020-04-13 11:04:00,95993.2,0.0,95993.2,422,20,20,4,0,11
Y1_627831,Y1,627831,27613,2020-04-13 11:27:00,127325.7,0.0,127325.7,510,19,19,4,0,11
Y1_627832,Y1,627832,29805,2020-04-13 11:31:00,65212.17,0.0,65212.17,233,16,16,4,0,11
Y1_627842,Y1,627842,26402,2020-04-13 11:38:00,203132.16,0.0,203132.16,1344,60,66,4,0,11
Y1_627850,Y1,627850,26385,2020-04-13 11:43:00,148763.3,0.0,148763.3,543,41,43,4,0,11
Y1_627860,Y1,627860,26385,2020-04-13 11:48:00,6681.4,0.0,6681.4,11,1,1,4,0,11
Y1_627862,Y1,627862,30186,2020-04-13 11:55:00,102055.8,0.0,102055.8,541,32,33,4,0,11
Y1_627863,Y1,627863,26872,2020-04-13 11:58:00,138030.21,0.0,138030.21,337,25,25,4,0,11
Y1_627864,Y1,627864,27384,2020-04-13 12:00:00,82626.06,0.0,82626.06,341,13,13,4,0,12
Y1_627865,Y1,627865,25434,2020-04-13 12:21:00,391016.6,0.0,391016.6,2008,59,59,4,0,12
Y1_627866,Y1,627866,25434,2020-04-13 12:23:00,37556.4,0.0,37556.4,136,3,3,4,0,12
Y1_627867,Y1,627867,25434,2020-04-13 12:24:00,8237.52,0.0,8237.52,204,3,3,4,0,12
Y1_627868,Y1,627868,29285,2020-04-13 12:24:00,218035.88,0.0,218035.88,1419,72,73,4,0,12
Y1_627869,Y1,627869,25434,2020-04-13 12:27:00,58835.04,0.0,58835.04,586,16,16,4,0,12
Y1_627870,Y1,627870,25150,2020-04-13 12:30:00,67848.70000000001,0.0,67848.70000000001,272,12,12,4,0,12
Y1_627872,Y1,627872,25935,2020-04-13 12:35:00,54585.600000000006,0.0,54585.600000000006,184,7,7,4,0,12
Y1_627874,Y1,627874,28310,2020-04-13 13:02:00,129758.5,0.0,129758.5,392,27,30,4,0,13
Y1_627877,Y1,627877,27984,2020-04-13 13:11:00,115912.53,0.0,115912.53,685,24,24,4,0,13
