ProductID,product_name,gross,returns,net
33937,RETRO SPOT  CIGAR BOX MATCHES ,1367671.9200000002,1734.6000000000001,1365937.32
33938,SWALLOW CIGAR BOX MATCHES ,314890.02,1734.6000000000001,313155.42000000004
33954,SET 12 LAVENDER  BOTANICAL T-LIGHTS,976812.6000000001,0.0,976812.6000000001
33955,SET 12 PEAR BOTANICAL T-LIGHTS,427184.4,0.0,427184.4
33956,SET OF 12 LILY BOTANICAL T-LIGHTS,623205.0,3805.2000000000003,619399.8
33957,SET 12 WILDFLOWER BOTANICAL T-LIGHT,469419.60000000003,1087.2,468332.4
33958,S/12 VANILLA  BOTANICAL T-LIGHTS,520265.4,0.0,520265.4
33959,SET OF 12 ROSE BOTANICAL T-LIGHTS,961641.6000000001,28377.0,933264.6000000001
33960,4 LAVENDER BOTANICAL DINNER CANDLES,475443.0,0.0,475443.0
33961,4 PEAR BOTANICAL DINNER CANDLES,574596.9,0.0,574596.9
33962,4 LILY  BOTANICAL DINNER CANDLES,615170.7,0.0,615170.7
33963,4 WILDFLOWER BOTANICAL CANDLES,401622.0,0.0,401622.0
33964,4 VANILLA BOTANICAL CANDLES,520106.69999999995,0.0,520106.69999999995
33965,S/4 ROSE    BOTANICAL  CANDLE,590897.4,1365.6,589531.7999999999
33966,VINTAGE UNION JACK BUNTING,13657130.24,37982.5,13619147.74
33967,VINTAGE UNION JACK CUSHION COVER,4335346.24,54833.4,4280512.84
33968,VINTAGE UNION JACK MEMOBOARD,8696337.84,98968.3,8597369.54
33969,VINTAGE UNION JACK DOORSTOP,2722561.1599999997,16289.599999999999,2706271.56
33970,VINTAGE UNION JACK APRON,2044785.9799999997,0.0,2044785.9799999997
33971,VINTAGE UNION JACK PENNANT,652898.4,12936.0,639962.4
33972,ELEPHANT CARNIVAL POUFFE,868227.2,17534.199999999997,850693.0
33973,TRIANGULAR POUFFE VINTAGE ,609962.6,34340.799999999996,575621.7999999999
33974,SQUARE FLOOR CUSHION VINTAGE PINK ,433011.6,6406.2,426605.39999999997
33975,FLOOR CUSHION ELEPHANT CARNIVAL,461903.99999999994,35946.0,425957.99999999994
33976,HIPPY CHIC DECORATIVE PARASOL,500002.4,0.0,500002.4
33977,VINTAGE PINK DECORATIVE PARASOL,410722.60000000003,10164.6,400558.00000000006
33978,SUNFLOWER DECORATIVE PARASOL,448616.60000000003,10164.6,438452.00000000006
33979,ASSORTED MINI MADRAS NOTEBOOK,227885.16,11027.1,216858.06
33980,MADRAS NOTEBOOK LARGE ,209065.19999999998,682.8,208382.4
33981,MADRAS NOTEBOOK MEDIUM,216105.0,948.0,215157.0
33982,ASSORTED SANSKRIT MINI NOTEBOOK,248903.76,991.2,247912.56
33983,ASSORTED TUTTI FRUTTI NOTEBOOK,530831.5499999999,395.7,530435.85
33984,ASSORTED TUTTI FRUTTI KEYRING,42678.899999999994,1069.1999999999998,41609.7
33985,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,360523.13999999996,0.0,360523.13999999996
33986,ASSORTED TUTTI FRUTTI KEYRING BALL,140552.16,0.0,140552.16
33987,ASSORTED TUTTI FRUTTI PEN,450672.72,11767.32,438905.39999999997
33988,ASSORTED TUTTI FRUTTI MIRROR,320263.62,2478.0000000000005,317785.62
33989,ASSORTED TUTTI FRUTTI HEART BOX,335645.10000000003,1982.4000000000003,333662.7
33990,ASSORTED TUTTI FRUTTI ROUND BOX,431187.89999999997,2221.7999999999997,428966.1
33992,ASSORTED TUTTI FRUTTI LARGE PURSE,499373.39999999997,5144.099999999999,494229.3
33993,ASSORTED TUTTI FRUTTI SMALL PURSE,543904.86,27957.9,515946.96
33994,ASSORTED TUTTI FRUTTI PHOTO FRAME,192064.2,4348.8,187715.4
33995,ASSORTED TUTTI FRUTTI BRACELET,175730.34,873.72,174856.62
33996,HANGING GLASS ETCHED TEALIGHT,475374.0,0.0,475374.0
33997,GLASS ETCHED T-LIGHT HOLDER MEDIUM,385593.60000000003,2402.4,383191.2
33998,GLASS ETCHED T-LIGHT HOLDER LARGE,497767.8,2572.0499999999997,495195.75
33999,RIDGED GLASS FINGER BOWL,145809.66,0.0,145809.66
34000,HANGING RIDGE GLASS T-LIGHT HOLDER,379547.28,12579.12,366968.16000000003
34001,RIDGED GLASS POSY VASE ,253675.2,1130.4,252544.80000000002
34002,MILK BOTTLE WITH GLASS STOPPER ,758902.3999999999,15620.0,743282.3999999999
34003,GLASS  BEURRE DISH,1990849.44,145022.16,1845827.28
34004,GLASS CAKE STAND,913631.2,47548.799999999996,866082.3999999999
34006,VINTAGE GLASS TEA CADDY,557944.2,17848.699999999997,540095.5
34007,VINTAGE GLASS COFFEE CADDY,542858.45,19360.8,523497.64999999997
34008,VINTAGE GLASS SUGAR CADDY,175384.19999999998,33881.4,141502.8
34009,RIDGED GLASS STORAGE JAR CREAM LID,271660.56,7852.199999999999,263808.36
34010,TRIANGULAR RIDGED GLASS POSY HOLDER,102606.6,0.0,102606.6
34011, RIDGED GLASS T-LIGHT HOLDER,182848.80000000002,1218.9,181629.9
34012,GLASS CAKE COVER AND PLATE,2526867.6,127089.59999999999,2399778.0
34013,RED STRIPE CERAMIC DRAWER KNOB,2159896.14,12328.29,2147567.85
34014,BLUE STRIPE CERAMIC DRAWER KNOB,2324026.8000000003,13229.760000000002,2310797.04
34015,BLUE SPOT CERAMIC DRAWER KNOB,2001038.82,8110.5,1992928.32
34016,RED SPOT CERAMIC DRAWER KNOB,2115717.12,25769.13,2089947.9900000002
34017,WHITE SPOT RED CERAMIC DRAWER KNOB,2339100.3000000003,6227.700000000001,2332872.6
34018,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2126240.22,9351.6,2116888.62
34019,RIDGED GLASS PENDANT LAMPSHADE,234011.19999999998,0.0,234011.19999999998
34020,BUTTERFLIES STICKERS,352684.86,0.0,352684.86
34021,FLOWERS  STICKERS,215634.53999999998,0.0,215634.53999999998
34022,HEARTS  STICKERS,438078.24,1069.1999999999998,437009.04
34023,PAISLEY PATTERN  STICKERS,94745.87999999999,0.0,94745.87999999999
34024,SKULLS  STICKERS,757379.34,66902.16,690477.1799999999
34025,WOODLAND  STICKERS,429444.83999999997,1782.0,427662.83999999997
34026,GIANT MEDINA STAMPED METAL BOWL ,895722.2,15058.599999999999,880663.5999999999
34027,LARGE MEDINA STAMPED METAL BOWL ,829380.6,7132.8,822247.8
34028,MEDIUM MEDINA STAMPED METAL BOWL ,613804.8,2446.2000000000003,611358.6
34029,SMALL MEDINA STAMPED METAL BOWL ,261548.96999999997,980.1,260568.86999999997
34030,MEDINA STAMPED METAL TRAY ,30378.399999999998,11887.199999999999,18491.199999999997
34031,MEDINA STAMPED METAL STOOL,1104846.6,43705.4,1061141.2000000002
34032,SILVER PLATE CANDLE BOWL LARGE,464335.55999999994,3072.6,461262.95999999996
34033,SILVER PLATE CANDLE BOWL SMALL,603939.6,1087.2,602852.4
34034,SILVER VANILLA  FLOWER CANDLE POT,319478.51999999996,0.0,319478.51999999996
34035,SILVER  CANDLEPOT JARDIN ,414718.19999999995,0.0,414718.19999999995
34036,SILVER VANILLA FLOWER CANDLE POT,356324.51999999996,0.0,356324.51999999996
34037,SILVER LATTICE VANILLA CANDLE POT,618779.7599999999,2048.3999999999996,616731.36
34038,SMALL HAMMERED SILVER CANDLEPOT ,562612.8,0.0,562612.8
34039,SMALL REGAL  SILVER CANDLEPOT ,322163.4,0.0,322163.4
34040,SMALL SILVER FLOWER CANDLE POT,372856.8,2446.2000000000003,370410.60000000003
34041,SMALL SILVER TRELLIS CANDLEPOT,519138.0,2174.4,516963.60000000003
34042,SET 5 MINI DOUGHNUT FRIDGE MAGNET ,51594.36,0.0,51594.36
34043,MOCK LOBSTER FRIDGE MAGNET,78391.31999999999,0.0,78391.31999999999
34044,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,16120.68,0.0,16120.68
34045,BIG DOUGHNUT FRIDGE MAGNETS,972295.2599999999,4722.299999999999,967572.96
34046,SET 6 MINI SUSHI SET FRIDGE MAGNETS,0.0,324.36,-324.36
34047,SET 5 MINI GATEAUX  FRIDGE MAGNETS,139350.36,0.0,139350.36
34048,BAG 125g SWIRLY MARBLES,942528.24,6512.9400000000005,936015.2999999999
34049,BAG 250g SWIRLY MARBLES,1958542.08,54961.950000000004,1903580.1300000001
34050,BAG 500g SWIRLY MARBLES,627423.0,4391.4,623031.6
34051,"FOLDING UMBRELLA , RED/WHITE SPOT",1223952.01,12482.400000000001,1211469.61
34052,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",951098.54,0.0,951098.54
34053,FOLDING UMBRELLA  CREAM/MULTI  SPOT,564717.0,7132.8,557584.2
34054,FOLDING UMBRELLA  CHOC/WHITE  SPOT,574463.17,0.0,574463.17
34055,FOLDING UMBRELLA  PINK/WHITE  SPOT,589674.37,12928.2,576746.17
34056,FOLDING UMBRELLA  WHITE/RED  SPOT,366930.0,0.0,366930.0
34058,CITRONELLA CANDLE FLOWERPOT,1056898.8,26661.45,1030237.35
34059,CITRONELLA CANDLE GARDEN POT,848776.14,6716.400000000001,842059.74
34060,GIRLS VINTAGE TIN SEASIDE BUCKET,1406745.84,6485.7,1400260.14
34061,BOYS VINTAGE TIN SEASIDE BUCKET,1407826.26,2370.0,1405456.26
34062,EASTER TIN BUCKET,694752.9,2133.0,692619.9
34063,RED METAL BEACH SPADE ,940426.7400000001,9168.6,931258.14
34064,LOVELY BONBON STICKER SHEET,188708.28,0.0,188708.28
34065,CAKE SHOP  STICKER SHEET,218714.28,178.2,218536.08
34066,CANDY SHOP  STICKER SHEET,222560.75999999998,712.8,221847.96
34067,SWEET PUDDING STICKER SHEET,69319.79999999999,1514.6999999999998,67805.09999999999
34068,ALPHABET HEARTS STICKER SHEET,182387.69999999998,0.0,182387.69999999998
34069,PANDA AND BUNNIES STICKER SHEET,220611.59999999998,712.8,219898.8
34070,SWEETIES  STICKERS,232996.49999999997,712.8,232283.69999999998
34071,MULTI HEARTS  STICKERS,245984.4,712.8,245271.59999999998
34073,METAL MEDINA LANTERN ,682351.1,20329.2,662021.9
34074,SMALL MARAKESH METAL  LANTERN ,112131.59999999999,0.0,112131.59999999999
34075,HIMALAYAN SALT CANDLE HOLDER,1740049.58,72563.1,1667486.48
34076,RED TOADSTOOL LED NIGHT LIGHT,6544774.92,134631.6,6410143.319999999
34077,RED HANGING METAL STAR TLIGHT HLDR,531172.44,5553.24,525619.2
34078,RED HANGING HEART T-LIGHT HOLDER,9584650.92,141514.80000000002,9443136.120000001
34079,SMALL MARAKESH LANTERN ON STICK,77156.4,8193.599999999999,68962.79999999999
34080,TWO DOOR CURIO CABINET,3006327.5500000003,447479.2,2558848.35
34081,GOLD SCROLL GLASS T-LIGHT HOLDER,85753.44,343.56,85409.88
34082,SET 3 WICKER LOG BASKETS,3544010.1999999997,0.0,3544010.1999999997
34083,COSY SLIPPER SHOES SMALL  RED ,449484.60000000003,1359.0,448125.60000000003
34084,COSY SLIPPER SHOES SMALL GREEN,353751.03,2446.2000000000003,351304.83
34085,COSY SLIPPER SHOES LARGE RED,192162.6,0.0,192162.6
34086,COSY SLIPPER SHOES LARGE GREEN,576958.8,2133.0,574825.8
34087,LARGE ROUND WICKER PLATTER ,1157345.5999999999,0.0,1157345.5999999999
34088,STAR PORTABLE TABLE LIGHT ,863683.8,12774.6,850909.2000000001
34089,SNOWFLAKE PORTABLE TABLE LIGHT ,692426.4,1087.2,691339.2000000001
34090,GAOLERS KEYS DECORATIVE GARDEN ,2404605.5599999996,5121.0,2399484.5599999996
34091,SMALL RED SPOT  WINDMILL,1293566.9100000001,5203.8,1288363.11
34092,SMALL SKULL WINDMILL,439097.16000000003,11017.86,428079.3
34094,LARGE RED SPOT WINDMILL,1342363.5,132573.15,1209790.3499999999
34095, LARGE SKULL WINDMILL,173024.69999999998,1780.6499999999999,171244.05
34097,GLASS CAKE STAND MIRRORED BASE,504221.19999999995,70002.4,434218.8
34099,WATER BOTTLE,13854180.319999998,72636.29999999999,13781544.02
34100,WIRELESS MOUSE,10949334.52,54317.799999999996,10895016.719999999
34101,CAR CLEANER,3532992.71,12907.199999999999,3520085.51
34102,LIGHTHOUSE PRINTED METAL SIGN,168066.6,0.0,168066.6
34103,VINTAGE SHELLS PRINT,273792.3,0.0,273792.3
34104,METAL WALL SHELF UNIT WITH HOOKS,544622.31,0.0,544622.31
34105,FRENCH STYLE WALL DRESSER,1476701.75,196112.69999999998,1280589.0499999998
34106,WOOD AND GLASS MEDICINE CABINET,794731.4,23632.2,771099.2000000001
34108,VINTAGE WOODEN BAR STOOL,467582.00000000006,41854.600000000006,425727.4
34109,VINTAGE WOODEN PLATE RACK,437876.60000000003,31462.2,406414.4
34110,HANGING METAL BIRD BATH,1192848.8499999999,7725.4,1185123.45
34111,VINTAGE WOOD ORGANISER,0.0,11958.4,-11958.4
34112,FRENCH STYLE WIRE DOOR CABINET ,28883.800000000003,0.0,28883.800000000003
34113,WALL MOUNTED VINTAGE ORGANISER,2176965.1799999997,10164.6,2166800.58
34114,VINTAGE POST OFFICE CABINET,4222599.54,251128.80000000002,3971470.74
34115,OPEN CLOSED METAL SIGN,3578457.97,18031.8,3560426.17
34117,VINTAGE METAL CAKE STAND CREAM ,12423.400000000001,0.0,12423.400000000001
34118,DECORATIVE ROSE BATHROOM BOTTLE,276997.08,1610.7000000000003,275386.38
34119,DECORATIVE CATS BATHROOM BOTTLE,291298.92,1115.1000000000001,290183.82
34120,DECORATIVE FLORE BATHROOM BOTTLE,175938.0,1115.1000000000001,174822.90000000002
34122,RECIPE BOX WITH METAL HEART,3095482.3999999994,53385.0,3042097.3999999994
34124,MA CAMPAGNE MINI WOODEN CHEST,246235.05000000002,9826.65,236408.40000000002
34125,MA CAMPAGNE 4 DRAWER WALL SHELF,213713.1,0.0,213713.1
34126,MA CAMPAGNE CUTLERY BOX,4927239.8,154687.0,4772552.8
34129,SHOE SHINE BOX ,1396794.2,38089.4,1358704.7999999998
34130,RAIN PONCHO ,269673.0,0.0,269673.0
34131,RAIN HAT WITH RED SPOTS,489196.92,2584.5,486612.42
34132,RAIN PONCHO WITH RED SPOTS,1558346.64,10855.2,1547491.44
34133,KIDS RAIN MAC BLUE,486148.86,3763.7999999999997,482385.05999999994
34134,KIDS RAIN MAC PINK,454687.25999999995,4544.099999999999,450143.16
34135,VINTAGE SNAP CARDS,3938717.76,11502.720000000001,3927215.04
34136,VINTAGE HEADS AND TAILS CARD GAME ,3765644.22,106255.2,3659389.02
34137,CLASSIC FRENCH STYLE BASKET GREEN ,835015.7999999999,25095.6,809920.2
34138,CLASSIC FRENCH STYLE BASKET BROWN,498953.08,0.0,498953.08
34139,CLASSIC FRENCH STYLE BASKET NATURAL,973716.57,18247.6,955468.97
34140,SET OF 3 BLUE STRIPE BASKET,1184243.1900000002,10164.6,1174078.59
34141,SET OF 3 RED STRIPE BASKETS,993899.1300000001,0.0,993899.1300000001
34146,CHRISTMAS TREE DECORATION WITH BELL,179519.37,1343.94,178175.43
34147,CHRISTMAS TREE HEART DECORATION,216219.27,465.21,215754.06
34148,CHRISTMAS TREE STAR DECORATION,227436.0,0.0,227436.0
34149,WHITE CHRISTMAS GARLAND STARS TREES,644106.0,2731.2,641374.7999999999
34150,WHITE CHRISTMAS TREE DECORATION ,179926.5,0.0,179926.5
34151,WHITE CHRISTMAS HEART DECORATION,225546.12,0.0,225546.12
34152,WHITE CHRISTMAS STAR DECORATION,274134.72,930.42,273204.3
34153,"CHRISTMAS GARLAND STARS,TREES",520946.39999999997,11637.9,509308.49999999994
34154,CHRISTMAS HANGING TREE WITH BELL,407901.3,0.0,407901.3
34155,CHRISTMAS HANGING STAR WITH BELL,657850.74,4832.099999999999,653018.64
34156,CHRISTMAS HANGING HEART WITH BELL,792678.06,1865.04,790813.02
34157,GARLAND WITH HEARTS AND BELLS,843887.4,9807.6,834079.8
34158,GARLAND WITH STARS AND BELLS,642992.4,8470.2,634522.2000000001
34159,HEART T-LIGHT HOLDER ,267206.7,0.0,267206.7
34160, STAR  T-LIGHT HOLDER ,246718.2,1271.7,245446.50000000003
34161,CHRISTMAS TREE T-LIGHT HOLDER,152038.80000000002,0.0,152038.80000000002
34162,GLITTER CHRISTMAS TREE,260678.09999999998,0.0,260678.09999999998
34163,GLITTER CHRISTMAS HEART ,542588.76,0.0,542588.76
34164,GLITTER CHRISTMAS STAR ,469237.5,0.0,469237.5
34165,GLITTER HEART GARLAND WITH BELLS ,761507.47,4096.799999999999,757410.6699999999
34166,GLITTER STAR GARLAND WITH BELLS ,586237.2,3072.6,583164.6
34167,GLITTER CHRISTMAS TREE WITH BELLS,291270.54,2217.6000000000004,289052.94
34168,PAINTED METAL HEART WITH HOLLY BELL,493555.26000000007,1978.2000000000003,491577.06000000006
34169,PAINTED METAL STAR WITH HOLLY BELLS,436149.72000000003,1978.2000000000003,434171.52
34170,PAINTED METAL TREE WITH HOLLY BELLS,244691.40000000002,989.1000000000001,243702.30000000002
34171,EIGHT PIECE DINOSAUR SET,543075.7200000001,6318.900000000001,536756.8200000001
34172,EIGHT PIECE CREEPY CRAWLIE SET,303488.28,371.70000000000005,303116.58
34173,EIGHT PIECE SNAKE  SET,331330.62,0.0,331330.62
34174,DINOSAUR KEYRINGS ASSORTED,616649.31,8588.94,608060.37
34175,ASSORTED CREEPY CRAWLIES,611277.69,29713.56,581564.1299999999
34177,CHOCOLATE CALCULATOR,1103297.4,2856.6,1100440.8
34178,CAMOUFLAGE LED TORCH,1765189.56,25042.68,1740146.8800000001
34181,GINGHAM OVEN GLOVE RED HEART ,360518.39999999997,2048.3999999999996,358469.99999999994
34182,CROSS STITCH ALPHABET CUSHION COVER,509296.6,4302.4,504994.19999999995
34183,DADDY MOUSE RED GINGHAM BOW TIE,5382.3,0.0,5382.3
34184,MUMMY MOUSE RED GINGHAM RIBBON,510687.30000000005,3914.4,506772.9
34186,BABY MOUSE RED GINGHAM DRESS,640250.7,2694.2999999999997,637556.3999999999
34187,PINK HEART CANDY BUTTON CALCULATOR,228196.2,0.0,228196.2
34188,RETRO SPOT CAKE STAND,17749429.48,1263412.0999999999,16486017.379999999
34189,RETRO SPOT MUG,2660397.0,49969.8,2610427.2
34190,DAIRY MAID STRIPE MUG,584349.72,9583.2,574766.52
34191,PINK DIAMANTE PEN IN GIFT BOX,548661.38,5399.400000000001,543261.98
34192,GREEN  DIAMANTE PEN IN GIFT BOX,124746.0,0.0,124746.0
34194,SILVER DIAMANTE PEN IN GIFT BOX,365917.18,10655.4,355261.78
34195,BLUE  DIAMANTE PEN IN GIFT BOX,242747.40000000002,10007.4,232740.0
34196,LILAC DIAMANTE PEN IN GIFT BOX,272081.36,0.0,272081.36
34197,EMPIRE TEDDY,6872.799999999999,0.0,6872.799999999999
34209,UNION JACK FLAG PASSPORT COVER ,846300.57,3957.0,842343.57
34210,PINK UNION JACK  PASSPORT COVER ,569808.0,791.4,569016.6
34211,UNION JACK FLAG LUGGAGE TAG,645294.93,495.6,644799.3300000001
34212,PINK UNION JACK  LUGGAGE TAG,438693.03,0.0,438693.03
34213,POTTING SHED TEA MUG,2335692.12,24771.36,2310920.7600000002
34214,POTTING SHED COFFEE MUG,335014.80000000005,2849.7,332165.10000000003
34215,I CAN ONLY PLEASE ONE PERSON MUG,1726417.08,13752.900000000001,1712664.1800000002
34216,MOBILE CASE,2156230.89,80180.49,2076050.4000000001
34217,GLAMOROUS  MUG,897859.14,2816.6400000000003,895042.5
34218,IF YOU CAN'T STAND THE HEAT MUG,439344.72000000003,1858.5,437486.22000000003
34219,GIN AND TONIC MUG,1458368.34,11687.130000000001,1446681.21
34220,KINGS CHOICE MUG,1224910.08,11654.640000000001,1213255.44
34221,POTTERING MUG,1270387.8,11233.650000000001,1259154.1500000001
34222,HOME SWEET HOME MUG,2567020.62,119627.64,2447392.98
34223,PACK OF 6 SANDCASTLE FLAGS ASSORTED,762687.24,31940.52,730746.72
34224,HEARTS GIFT TAPE,135273.48,0.0,135273.48
34225,RED AND WHITE SPOT TAPE,245735.13,286.8,245448.33000000002
34226,CUTE CATS TAPE,100288.68000000001,0.0,100288.68000000001
34227,SKULLS TAPE,110647.74,0.0,110647.74
34228,STARS GIFT TAPE ,277048.56,285.12,276763.44
34229,CAKES AND BOWS GIFT  TAPE,107085.90000000001,0.0,107085.90000000001
34233,BINGO SET,3106784.7099999995,38578.2,3068206.51
34234,WOODEN BOX OF DOMINOES,2973532.83,16726.5,2956806.33
34235,S/6 WOODEN SKITTLES IN COTTON BAG,1996457.78,6993.0,1989464.78
34236,TRADITIONAL WOODEN SKIPPING ROPE,2531725.3800000004,6732.360000000001,2524993.02
34237,TRADITIONAL WOODEN CATCH CUP GAME ,1924405.83,7929.6,1916476.23
34238,POTTING SHED SEED TIN,103197.59999999999,0.0,103197.59999999999
34239,POTTING SHED SEED ENVELOPES,375458.91000000003,0.0,375458.91000000003
34240,POTTING SHED SOW 'N' GROW SET,436793.99999999994,2309.3999999999996,434484.6
34241,POTTING SHED TWINE,901649.3099999999,5167.95,896481.36
34242,POTTING SHED CANDLE CITRONELLA,562296.24,4077.0,558219.24
34243,POTTING SHED ROSE CANDLE,494185.56000000006,0.0,494185.56000000006
34244,"KEY FOB , GARAGE DESIGN",916200.9600000001,2509.5,913691.4600000001
34245,"KEY FOB , SHED",1173778.2,1075.5,1172702.7
34246,"KEY FOB , BACK DOOR ",956753.9400000001,7528.5,949225.4400000001
34247,"KEY FOB , FRONT  DOOR ",719076.48,2151.0,716925.48
34248,MAN FLU METAL SIGN,1432511.91,5365.799999999999,1427146.1099999999
34249,HOUSE WRECKING METAL SIGN ,400604.39999999997,16925.25,383679.14999999997
34250,MORE BUTTER METAL SIGN ,506317.17,3561.2999999999997,502755.87
34251,PHARMACIE FIRST AID TIN,2870855.1999999997,37658.799999999996,2833196.4
34252,I'M ON HOLIDAY METAL SIGN,2661715.05,4550.55,2657164.5
34253,CHOCOLATE THIS WAY METAL SIGN,3680914.98,3165.6,3677749.38
34255,WAY OUT METAL SIGN ,328746.89999999997,0.0,328746.89999999997
34256,GARDEN METAL SIGN ,926242.2,317.4,925924.7999999999
34257,VINTAGE SNAKES & LADDERS,3015937.9699999997,26629.2,2989308.7699999996
34258,VINTAGE SEASIDE JIGSAW PUZZLES,1043128.2699999999,3072.6,1040055.6699999999
34259,BLUE HARMONICA IN BOX ,2823382.41,10407.6,2812974.81
34260,RED  HARMONICA IN BOX ,5378757.51,89656.50000000001,5289101.01
34261,SET 12 RETRO WHITE CHALK STICKS,875483.3999999999,9045.75,866437.6499999999
34262,SET 12 KIDS  WHITE CHALK STICKS,661884.96,2222.67,659662.2899999999
34263,SET 12 KIDS COLOUR  CHALK STICKS,1101794.88,2842.95,1098951.93
34267,UNION STRIPE WITH FRINGE  HAMMOCK,3102693.4799999995,29215.399999999998,3073478.0799999996
34268,RED/CREAM STRIPE FRINGE HAMMOCK,1057180.5999999999,12812.4,1044368.1999999998
34269,BLUE/CREAM STRIPE FRINGE HAMMOCK,1059640.2,14236.0,1045404.1999999998
34270,UNION STRIPE CUSHION COVER ,379132.2,3345.3,375786.9
34271,RED/CREAM STRIPE CUSHION COVER ,323253.9,1486.8000000000002,321767.10000000003
34272,BLUE/CREAM STRIPE CUSHION COVER ,377646.0,8796.900000000001,368849.10000000003
34273,JUMBO BAG SCANDINAVIAN PAISLEY,6839634.2700000005,62298.21,6777336.0600000005
34274,JUMBO BAG PINK VINTAGE PAISLEY,7182671.94,55352.22,7127319.72
34275,JUMBO STORAGE BAG SKULLS,4697274.15,8049.780000000001,4689224.37
34276,JUMBO STORAGE BAG SUKI,8953864.5,84192.33,8869672.17
34277,SCANDINAVIAN PAISLEY PICNIC BAG,1681694.13,9022.8,1672671.33
34278,PINK VINTAGE PAISLEY PICNIC BAG,1796161.98,10264.5,1785897.48
34279,SKULL SHOULDER BAG,1230241.8,6506.7,1223735.0999999999
34280,SUKI  SHOULDER BAG,1749443.34,14304.000000000002,1735139.34
34281,RED/WHITE SPOT PICNIC BAG,4045411.52,51943.5,3993468.02
34282,STRAWBERRY   PICNIC BAG,2364521.4,26581.800000000003,2337939.6
34287,SKULLS DESIGN FLANNEL,143535.6,356.4,143179.19999999998
34288,CAKES AND RABBITS DESIGN FLANNEL ,83284.56,0.0,83284.56
34289,KITTENS DESIGN FLANNEL,170224.74,0.0,170224.74
34290,STRAWBERRIES  DESIGN FLANNEL ,177537.78,0.0,177537.78
34291,PARTY TIME DESIGN FLANNEL,66596.81999999999,0.0,66596.81999999999
34292,SET OF 6 HEART CHOPSTICKS,466901.07,0.0,466901.07
34293,SET OF 6 CAKE CHOPSTICKS,423524.7,0.0,423524.7
34294,SET OF 6 STRAWBERRY CHOPSTICKS,508746.18000000005,495.6,508250.58
34295,SET OF 6 DOTS CHOPSTICKS,23332.5,19368.0,3964.5
34300,UNION JACK GUNS & ROSES  DOORMAT,5791416.3,17003.44,5774412.859999999
34312,PACK OF 12 SKULL TISSUES,847763.64,0.0,847763.64
34317,SET OF 36 DINOSAUR PAPER DOILIES,371619.00000000006,1271.7,370347.30000000005
34318,SET OF 36 MUSHROOM PAPER DOILIES,542247.6000000001,1554.3,540693.3
34319,SET OF 36 PAISLEY FLOWER DOILIES,2040908.7300000002,6691.05,2034217.6800000002
34320,PACK OF 60 DINOSAUR CAKE CASES,2665790.22,4199.97,2661590.25
34321,PACK OF 60 MUSHROOM CAKE CASES,1442177.4,2583.0,1439594.4
34322,PACK OF 60 PINK PAISLEY CAKE CASES,4445417.01,9677.85,4435739.16
34325,PACK OF 12 RED SPOTTY TISSUES ,1565908.86,1776.7200000000003,1564132.1400000001
34326,PACK OF 12 WOODLAND TISSUES ,1208905.5,565.32,1208340.18
34327,PACK OF 12 SUKI TISSUES ,1585112.82,1491.6000000000001,1583621.22
34328,PACK OF 12 BLUE PAISLEY TISSUES ,414465.42,1130.64,413334.78
34329,PACK OF 12 PINK PAISLEY TISSUES ,1196165.82,2738.88,1193426.94
34330,PACK OF 12 HEARTS DESIGN TISSUES ,1532255.34,1615.2,1530640.1400000001
34331,PACK OF 12 PINK SPOT TISSUES ,777108.96,565.32,776543.64
34332,PACK OF 6 SKULL PAPER CUPS,775012.8,15254.100000000002,759758.7000000001
34333,PACK OF 6 SKULL PAPER PLATES,1030793.3999999999,40089.78,990703.62
34334,PACK OF 20 SKULL PAPER NAPKINS,1186457.28,42584.58,1143872.7
34335,MODERN FLORAL STATIONERY SET,693310.4400000001,247.8,693062.64
34336,BOHEMIAN COLLAGE STATIONERY SET,356485.02,247.8,356237.22000000003
34337,VINTAGE PAISLEY STATIONERY SET,941504.31,1087.2,940417.1100000001
34338,FLORAL FOLK STATIONERY SET,857935.1100000001,247.8,857687.31
34348,VINTAGE BLUE VACUUM FLASK 0.5L ,0.0,0.0,0.0
34366,BLUE FELT EASTER EGG BASKET,554542.7999999999,0.0,554542.7999999999
34368,EMPIRE BIRTHDAY CARD,549122.7899999999,103.38,549019.4099999999
34369,RAINY LADIES BIRTHDAY CARD,539140.89,310.14,538830.75
34370,RING OF ROSES BIRTHDAY CARD,375240.51,103.38,375137.13
34371,BANQUET BIRTHDAY  CARD  ,428043.54,103.38,427940.16
34372,TEA PARTY BIRTHDAY CARD,1099914.75,7467.54,1092447.21
34373,PENNY FARTHING BIRTHDAY CARD,622759.2,103.38,622655.82
34374,SPACE BOY BIRTHDAY CARD,1615978.2899999998,2067.6,1613910.69
34375,SWALLOWS GREETING CARD,1155485.49,4652.099999999999,1150833.39
34376,BOTANICAL LAVENDER BIRTHDAY CARD,127079.4,103.38,126976.01999999999
34377,BOTANICAL LILY GREETING CARD,107027.06999999999,0.0,107027.06999999999
34378,BOTANICAL ROSE GREETING CARD,187624.5,0.0,187624.5
